"DiscreteTimes","Duration","Mean","Var","M","Alg"
8.6,10.0,24.375696715998977,0.005924462972785351,1024,"Direct MC"
8.7,10.0,24.79071364549768,0.00604519140013795,1024,"Direct MC"
8.8,10.0,25.21251276883008,0.006164554646217733,1024,"Direct MC"
8.9,10.0,25.61973056736562,0.006313373011276914,1024,"Direct MC"
9.0,10.0,26.029260804252228,0.006450751098191199,1024,"Direct MC"
9.1,10.0,26.446529030658677,0.006574298992536864,1024,"Direct MC"
9.2,10.0,26.88143155604026,0.006719346792379053,1024,"Direct MC"
9.3,10.0,27.31087979208695,0.00685116309232492,1024,"Direct MC"
9.4,10.0,27.70587956466231,0.006981969176042859,1024,"Direct MC"
9.5,10.0,28.116395438816376,0.007113042708298384,1024,"Direct MC"
9.6,10.0,28.546653549006137,0.007265512944124897,1024,"Direct MC"
9.7,10.0,28.97943896412977,0.00739354042897101,1024,"Direct MC"
9.8,10.0,29.42274328671545,0.007534072489918858,1024,"Direct MC"
9.9,10.0,29.862646097142388,0.0076715839031203815,1024,"Direct MC"
10.0,10.0,30.303249403197277,0.0078051683951276445,1024,"Direct MC"
0.0,10.0,0.26931698039905155,4.0682679360103256e-5,128,"Direct MC"
0.1,10.0,0.5140611933799779,6.855308545333548e-5,128,"Direct MC"
0.2,10.0,0.728555114088696,9.268105219266816e-5,128,"Direct MC"
0.3,10.0,0.9207640417656159,0.00011972943615685516,128,"Direct MC"
0.4,10.0,1.123828835039177,0.00014477179069860924,128,"Direct MC"
0.5,10.0,1.3134902872552812,0.00017332221687332722,128,"Direct MC"
0.6,10.0,1.4998825440941421,0.00020111726606169032,128,"Direct MC"
0.7,10.0,1.7003059667405978,0.00023361548395845402,128,"Direct MC"
0.8,10.0,1.8903188338164725,0.0002681711427481985,128,"Direct MC"
0.9,10.0,2.096261754856932,0.00029855030630156107,128,"Direct MC"
1.0,10.0,2.2952866726672934,0.0003385407365336583,128,"Direct MC"
1.1,10.0,2.4942698877054297,0.0003747985149714812,128,"Direct MC"
1.2,10.0,2.707366604916801,0.00040857438939802406,128,"Direct MC"
1.3,10.0,2.9176882893401306,0.00044888582923889765,128,"Direct MC"
1.4,10.0,3.139294305676561,0.0004882445986810931,128,"Direct MC"
1.5,10.0,3.3666874194331,0.0005328233861627646,128,"Direct MC"
1.6,10.0,3.5878939536079204,0.0005777546476368104,128,"Direct MC"
1.7,10.0,3.8333718976264457,0.0006321770466882784,128,"Direct MC"
1.8,10.0,4.06302360841041,0.000675583791492371,128,"Direct MC"
1.9,10.0,4.297058383168943,0.0007268076933337549,128,"Direct MC"
2.0,10.0,4.545623054087774,0.0007799925479958537,128,"Direct MC"
2.1,10.0,4.802281454829077,0.0008287846724780198,128,"Direct MC"
2.2,10.0,5.0650805030101855,0.0008949795540592892,128,"Direct MC"
2.3,10.0,5.323630000731287,0.0009620665134833366,128,"Direct MC"
2.4,10.0,5.589682964185571,0.001034193262836166,128,"Direct MC"
2.5,10.0,5.858826308672965,0.001101762663444493,128,"Direct MC"
2.6,10.0,6.136198857944923,0.0011654006896105263,128,"Direct MC"
2.7,10.0,6.4059530022202615,0.0012406897116921706,128,"Direct MC"
2.8,10.0,6.6969676916404195,0.001319986304623134,128,"Direct MC"
2.9,10.0,6.984688410309884,0.001387522699105923,128,"Direct MC"
3.0,10.0,7.292607067608912,0.0014642030891966738,128,"Direct MC"
3.1,10.0,7.609327116212793,0.0015446900044766819,128,"Direct MC"
3.2,10.0,7.926160201600334,0.001634789015974008,128,"Direct MC"
3.3,10.0,8.232384999160766,0.0017341193195148023,128,"Direct MC"
3.4,10.0,8.570631884547641,0.0018401716692809963,128,"Direct MC"
3.5,10.0,8.901370613998395,0.0019463608124731554,128,"Direct MC"
3.6,10.0,9.223185744331667,0.002032775832285813,128,"Direct MC"
3.7,10.0,9.549029488917997,0.002127489705394564,128,"Direct MC"
3.8,10.0,9.889413111069281,0.0022294220567066585,128,"Direct MC"
3.9,10.0,10.23573171013008,0.0023366494173001316,128,"Direct MC"
4.0,10.0,10.576850051570066,0.002434848195210385,128,"Direct MC"
4.1,10.0,10.940688562667182,0.002542975630415559,128,"Direct MC"
4.2,10.0,11.297645237628894,0.0026577873218743245,128,"Direct MC"
4.3,10.0,11.668101245265518,0.0027681261627287707,128,"Direct MC"
4.4,10.0,12.03884858138086,0.0028986034048494947,128,"Direct MC"
4.5,10.0,12.40456501433013,0.0030196873068495758,128,"Direct MC"
4.6,10.0,12.762735981325818,0.003168178296570121,128,"Direct MC"
4.7,10.0,13.140342338543467,0.0032949358307343616,128,"Direct MC"
4.8,10.0,13.530866629662889,0.0034272436439669917,128,"Direct MC"
4.9,10.0,13.906028582438513,0.0035743642248017467,128,"Direct MC"
5.0,10.0,14.286173055375519,0.0037123009221864643,128,"Direct MC"
5.1,10.0,14.660793293902772,0.003887913254482881,128,"Direct MC"
5.2,10.0,15.058404939276697,0.004027337976423118,128,"Direct MC"
5.3,10.0,15.458572148744613,0.00418273087496566,128,"Direct MC"
5.4,10.0,15.862124795769505,0.004352791035286217,128,"Direct MC"
5.5,10.0,16.271452290263824,0.004508302799303262,128,"Direct MC"
5.6,10.0,16.68377248222484,0.004668722141625318,128,"Direct MC"
5.7,10.0,17.090175432275416,0.004829265404339419,128,"Direct MC"
5.8,10.0,17.510866547175652,0.0049873953781580565,128,"Direct MC"
5.9,10.0,17.93968249926987,0.005138947061124091,128,"Direct MC"
6.0,10.0,18.358614212373983,0.005292117994701912,128,"Direct MC"
6.1,10.0,18.780868365526317,0.00542394766830094,128,"Direct MC"
6.2,10.0,19.220945371916784,0.005587306859243817,128,"Direct MC"
6.3,10.0,19.64822157008762,0.005762183091588376,128,"Direct MC"
6.4,10.0,20.09551820835443,0.005951364052028296,128,"Direct MC"
6.5,10.0,20.529007470760988,0.006139143807698497,128,"Direct MC"
6.6,10.0,20.972348049622255,0.006342021076228951,128,"Direct MC"
6.7,10.0,21.413371541309704,0.006536757644338752,128,"Direct MC"
6.8,10.0,21.861386370262572,0.006687770143096384,128,"Direct MC"
6.9,10.0,22.32291937510365,0.006871938735330026,128,"Direct MC"
7.0,10.0,22.784795436306176,0.007130120930688888,128,"Direct MC"
7.1,10.0,23.242012670417335,0.007295276348386281,128,"Direct MC"
7.2,10.0,23.714715345941343,0.00751780432624208,128,"Direct MC"
7.3,10.0,24.204827508528112,0.007717575665602814,128,"Direct MC"
7.4,10.0,24.670119702806,0.007912211226640506,128,"Direct MC"
7.5,10.0,25.14811739706057,0.008107806981613635,128,"Direct MC"
7.6,10.0,25.62059431396219,0.008347539527866044,128,"Direct MC"
7.7,10.0,26.107474966433582,0.00853181309756614,128,"Direct MC"
7.8,10.0,26.594492592353152,0.008715114405444212,128,"Direct MC"
7.9,10.0,27.062972387363704,0.008893934605601011,128,"Direct MC"
8.0,10.0,27.528852219732897,0.009102134825721595,128,"Direct MC"
8.1,10.0,28.004488668324054,0.009307930921815876,128,"Direct MC"
8.2,10.0,28.482130020743494,0.009511601880900607,128,"Direct MC"
8.3,10.0,28.980408659650315,0.009744296015896794,128,"Direct MC"
8.4,10.0,29.475647002306125,0.009943721389473323,128,"Direct MC"
8.5,10.0,29.963151485161774,0.010160549738963895,128,"Direct MC"
8.6,10.0,30.459680371495033,0.010361956308559735,128,"Direct MC"
8.7,10.0,30.958445773403522,0.010600481847829149,128,"Direct MC"
8.8,10.0,31.455211652150645,0.010803233284015692,128,"Direct MC"
8.9,10.0,31.94760855042244,0.011055129533816007,128,"Direct MC"
9.0,10.0,32.449029097177785,0.01128219420716313,128,"Direct MC"
9.1,10.0,32.96127048840953,0.011465447109350166,128,"Direct MC"
9.2,10.0,33.468311376154794,0.011664940218515964,128,"Direct MC"
9.3,10.0,34.00285303494588,0.011862541804589323,128,"Direct MC"
9.4,10.0,34.53087251610653,0.012062323845655214,128,"Direct MC"
9.5,10.0,35.05158985448182,0.012272847539170783,128,"Direct MC"
9.6,10.0,35.57643826022765,0.012498219762948291,128,"Direct MC"
9.7,10.0,36.09486709902674,0.012746767289576593,128,"Direct MC"
9.8,10.0,36.611756194391496,0.012950512246220026,128,"Direct MC"
9.9,10.0,37.1399599664094,0.013189227628133597,128,"Direct MC"
10.0,10.0,37.66566715001644,0.013436919602899274,128,"Direct MC"
0.0,10.0,0.25773713891554423,4.298248528689121e-5,4096,"Direct MC"
0.1,10.0,0.5021697834010945,6.911567434089205e-5,4096,"Direct MC"
0.2,10.0,0.7059721225059575,9.009981946601118e-5,4096,"Direct MC"
0.3,10.0,0.9058317267440325,0.00010877135397024463,4096,"Direct MC"
0.4,10.0,1.0892173406166046,0.00013275218431857546,4096,"Direct MC"
0.5,10.0,1.2556991629616336,0.00015580637248219865,4096,"Direct MC"
0.6,10.0,1.4299179994768008,0.00017639476300754838,4096,"Direct MC"
0.7,10.0,1.6144406084359784,0.00019527849231749838,4096,"Direct MC"
0.8,10.0,1.78610418984818,0.00021651568852295688,4096,"Direct MC"
0.9,10.0,1.97193876144512,0.0002380152247035611,4096,"Direct MC"
1.0,10.0,2.1532107680557537,0.00026126573945972414,4096,"Direct MC"
1.1,10.0,2.332358977749381,0.0002834292232166613,4096,"Direct MC"
1.2,10.0,2.511888675287812,0.00030701051289938787,4096,"Direct MC"
1.3,10.0,2.694025170185149,0.0003313904314220429,4096,"Direct MC"
1.4,10.0,2.879575373699101,0.00035569687759986134,4096,"Direct MC"
1.5,10.0,3.059781705982463,0.00038141134954347393,4096,"Direct MC"
1.6,10.0,3.2337583934372414,0.0004101369433257678,4096,"Direct MC"
1.7,10.0,3.413844598637876,0.00043497870389281007,4096,"Direct MC"
1.8,10.0,3.597263336487121,0.00046056746764501445,4096,"Direct MC"
1.9,10.0,3.7750716762390613,0.0004847832216825678,4096,"Direct MC"
2.0,10.0,3.9565894620296436,0.0005165876303797469,4096,"Direct MC"
2.1,10.0,4.15025290386947,0.0005363887644923138,4096,"Direct MC"
2.2,10.0,4.326621228914566,0.0005690006542849019,4096,"Direct MC"
2.3,10.0,4.515332848241429,0.0005953988173641946,4096,"Direct MC"
2.4,10.0,4.695362671263614,0.0006252024605035714,4096,"Direct MC"
2.5,10.0,4.895039409523742,0.0006562109599575674,4096,"Direct MC"
2.6,10.0,5.0959815736434,0.0006907644423613246,4096,"Direct MC"
2.7,10.0,5.285559809554804,0.0007219897357366416,4096,"Direct MC"
2.8,10.0,5.478422054922336,0.0007532851027753141,4096,"Direct MC"
2.9,10.0,5.686382120130108,0.0007838591426087813,4096,"Direct MC"
3.0,10.0,5.885802311776928,0.0008185052933435727,4096,"Direct MC"
3.1,10.0,6.092897114358395,0.0008608694228605582,4096,"Direct MC"
3.2,10.0,6.299480128259465,0.000894156739808741,4096,"Direct MC"
3.3,10.0,6.505428433280503,0.0009257304003196191,4096,"Direct MC"
3.4,10.0,6.726088897704333,0.0009707029043468113,4096,"Direct MC"
3.5,10.0,6.930490469889317,0.0010095893986359961,4096,"Direct MC"
3.6,10.0,7.149318900678606,0.0010426115766007126,4096,"Direct MC"
3.7,10.0,7.382793700172855,0.001090787471640505,4096,"Direct MC"
3.8,10.0,7.610332209273594,0.0011230617634194148,4096,"Direct MC"
3.9,10.0,7.8425404767987175,0.0011628300641647203,4096,"Direct MC"
4.0,10.0,8.051904270523828,0.0012120460775238424,4096,"Direct MC"
4.1,10.0,8.272598205752665,0.0012514253951032355,4096,"Direct MC"
4.2,10.0,8.515575942742258,0.0012896916548834742,4096,"Direct MC"
4.3,10.0,8.763698252405444,0.0013361650010940513,4096,"Direct MC"
4.4,10.0,9.005792148139378,0.001377745173162677,4096,"Direct MC"
4.5,10.0,9.268655888874632,0.001422788235923294,4096,"Direct MC"
4.6,10.0,9.522984528126669,0.0014774319042865462,4096,"Direct MC"
4.7,10.0,9.777621497447484,0.00152958215384368,4096,"Direct MC"
4.8,10.0,10.033116731377932,0.0015839772126241384,4096,"Direct MC"
4.9,10.0,10.282434219633151,0.0016348565454616226,4096,"Direct MC"
5.0,10.0,10.539715030992904,0.001685464194029257,4096,"Direct MC"
5.1,10.0,10.78777341397892,0.0017396593758466387,4096,"Direct MC"
5.2,10.0,11.05838124337483,0.0017956974502546664,4096,"Direct MC"
5.3,10.0,11.326049829232874,0.0018523729714827863,4096,"Direct MC"
5.4,10.0,11.602971713590115,0.00191594140175565,4096,"Direct MC"
5.5,10.0,11.876478100879535,0.001969921529968717,4096,"Direct MC"
5.6,10.0,12.15188696164558,0.0020305099185661947,4096,"Direct MC"
5.7,10.0,12.431250169701418,0.0021031874859307564,4096,"Direct MC"
5.8,10.0,12.708265021948092,0.0021607036234305645,4096,"Direct MC"
5.9,10.0,12.992212040054525,0.0022303492286830265,4096,"Direct MC"
6.0,10.0,13.272553350945637,0.0022774147377590025,4096,"Direct MC"
6.1,10.0,13.564640081203514,0.002330387826481927,4096,"Direct MC"
6.2,10.0,13.86904040757367,0.0024118888912186436,4096,"Direct MC"
6.3,10.0,14.158236193074993,0.002474260914616182,4096,"Direct MC"
6.4,10.0,14.455024798321666,0.002532937402972403,4096,"Direct MC"
6.5,10.0,14.744357214523916,0.002597769933668101,4096,"Direct MC"
6.6,10.0,15.05304547499728,0.0026765834702150043,4096,"Direct MC"
6.7,10.0,15.354983434150983,0.002739076864584958,4096,"Direct MC"
6.8,10.0,15.678225448699616,0.0028202364883779343,4096,"Direct MC"
6.9,10.0,16.00048866216911,0.002888229820698104,4096,"Direct MC"
7.0,10.0,16.315619177927445,0.002958954547794554,4096,"Direct MC"
7.1,10.0,16.628963897647427,0.003013130327348515,4096,"Direct MC"
7.2,10.0,16.940891438029066,0.003098827875918927,4096,"Direct MC"
7.3,10.0,17.279831850877994,0.003188018094645913,4096,"Direct MC"
7.4,10.0,17.609880533289328,0.0032719393882401013,4096,"Direct MC"
7.5,10.0,17.928227515547107,0.0033495216883174792,4096,"Direct MC"
7.6,10.0,18.266501015754045,0.0034336372007576182,4096,"Direct MC"
7.7,10.0,18.600537545016415,0.003537902380600693,4096,"Direct MC"
7.8,10.0,18.923069029304326,0.003626399623622305,4096,"Direct MC"
7.9,10.0,19.26294556744345,0.0037184337863563365,4096,"Direct MC"
8.0,10.0,19.60679708428906,0.003805026627582933,4096,"Direct MC"
8.1,10.0,19.949697171886328,0.003889264125837344,4096,"Direct MC"
8.2,10.0,20.302479870435835,0.003971738223785137,4096,"Direct MC"
8.3,10.0,20.651172501735996,0.004072621322337239,4096,"Direct MC"
8.4,10.0,20.99521277807369,0.004171407326947037,4096,"Direct MC"
8.5,10.0,21.335608947406804,0.004260882375931963,4096,"Direct MC"
8.6,10.0,21.686449880997824,0.004357413665926171,4096,"Direct MC"
8.7,10.0,22.04815848888018,0.004456748786041461,4096,"Direct MC"
8.8,10.0,22.406487792106212,0.004553011452589403,4096,"Direct MC"
8.9,10.0,22.7623537176335,0.004644090968261066,4096,"Direct MC"
9.0,10.0,23.112555550828414,0.004742498953466566,4096,"Direct MC"
9.1,10.0,23.454896074333597,0.004847493932590867,4096,"Direct MC"
9.2,10.0,23.820828509085963,0.004961000876393473,4096,"Direct MC"
9.3,10.0,24.18419123195314,0.0050768134496488255,4096,"Direct MC"
9.4,10.0,24.550180622037132,0.00518574578025998,4096,"Direct MC"
9.5,10.0,24.918666722942884,0.005294972142209227,4096,"Direct MC"
9.6,10.0,25.2767678943075,0.0053885764343266866,4096,"Direct MC"
9.7,10.0,25.63959908558451,0.005500783972050474,4096,"Direct MC"
9.8,10.0,26.023711505377495,0.005633636398494233,4096,"Direct MC"
9.9,10.0,26.39739928868321,0.005763904991510899,4096,"Direct MC"
10.0,10.0,26.772069587585445,0.00588781868349259,4096,"Direct MC"
0.0,10.0,0.2561636441957821,3.99092123823576e-5,128,"SMC"
0.1,10.0,0.49665291304869935,6.691702132534821e-5,128,"SMC"
0.2,10.0,0.7030347176815547,8.994579563765112e-5,128,"SMC"
0.3,10.0,0.8980717781396593,0.00011498883280144023,128,"SMC"
0.4,10.0,1.0856517771732892,0.00013830240269141077,128,"SMC"
0.5,10.0,1.2667427727531346,0.00015823481996469384,128,"SMC"
0.6,10.0,1.4587117503214277,0.00017604957933210205,128,"SMC"
0.7,10.0,1.6361167760141335,0.000200196123930084,128,"SMC"
0.8,10.0,1.814597842733156,0.00022460048546972663,128,"SMC"
0.9,10.0,2.004974074355314,0.0002480284723192283,128,"SMC"
1.0,10.0,2.1801911200554813,0.00027388149092767884,128,"SMC"
1.1,10.0,2.355301492010014,0.00029813269829235693,128,"SMC"
1.2,10.0,2.5353232609849097,0.00032038181384565835,128,"SMC"
1.3,10.0,2.72163931049978,0.0003419123419972831,128,"SMC"
1.4,10.0,2.897734064596133,0.00036888631224099664,128,"SMC"
1.5,10.0,3.0767796167364008,0.0003936806138735553,128,"SMC"
1.6,10.0,3.261067237106999,0.0004151117871820792,128,"SMC"
1.7,10.0,3.4519193400664174,0.00043352162485725846,128,"SMC"
1.8,10.0,3.634586392662897,0.00045587111084394015,128,"SMC"
1.9,10.0,3.8149977918490228,0.000478351899570817,128,"SMC"
2.0,10.0,3.997619565086885,0.000504657115273681,128,"SMC"
2.1,10.0,4.185891576863984,0.000528637905960433,128,"SMC"
2.2,10.0,4.367118683106898,0.0005540918632556045,128,"SMC"
2.3,10.0,4.549423980110599,0.0005783286357986733,128,"SMC"
2.4,10.0,4.729507205107596,0.0006072363026213267,128,"SMC"
2.5,10.0,4.917297836442032,0.0006255616083140844,128,"SMC"
2.6,10.0,5.100215447845389,0.0006418128591402755,128,"SMC"
2.7,10.0,5.288898319971269,0.0006657593546932938,128,"SMC"
2.8,10.0,5.475182357127295,0.0006872348208738472,128,"SMC"
2.9,10.0,5.657714833834422,0.0007061364086836831,128,"SMC"
3.0,10.0,5.840395573260636,0.0007323269741633029,128,"SMC"
3.1,10.0,6.029453745707606,0.0007578901708534254,128,"SMC"
3.2,10.0,6.208737949321374,0.0007821545805927316,128,"SMC"
3.3,10.0,6.39209846995403,0.0008026101204808493,128,"SMC"
3.4,10.0,6.576284430083886,0.0008268808508957374,128,"SMC"
3.5,10.0,6.771070958201049,0.0008569616945776255,128,"SMC"
3.6,10.0,6.958678568409156,0.0008778400344211289,128,"SMC"
3.7,10.0,7.152800165212576,0.0008967822225407423,128,"SMC"
3.8,10.0,7.337678358691733,0.0009206338084744042,128,"SMC"
3.9,10.0,7.518443433459209,0.0009405762533838695,128,"SMC"
4.0,10.0,7.707635435470988,0.0009633093538327254,128,"SMC"
4.1,10.0,7.88065085753043,0.0009846066740646184,128,"SMC"
4.2,10.0,8.063690378732105,0.0010075422485420723,128,"SMC"
4.3,10.0,8.243910358400429,0.0010292817011836844,128,"SMC"
4.4,10.0,8.433961855306997,0.0010498638026248401,128,"SMC"
4.5,10.0,8.62005956626365,0.0010704304659459743,128,"SMC"
4.6,10.0,8.798710808245836,0.0010887331956634686,128,"SMC"
4.7,10.0,8.979032122812384,0.0011116453003166282,128,"SMC"
4.8,10.0,9.16375906392961,0.0011334993330752174,128,"SMC"
4.9,10.0,9.347150599857201,0.0011621147120230047,128,"SMC"
5.0,10.0,9.523285983012352,0.0011858746560269424,128,"SMC"
5.1,10.0,9.716682516416542,0.0012078208234432676,128,"SMC"
5.2,10.0,9.891342265354957,0.0012234941238867694,128,"SMC"
5.3,10.0,10.073049440790587,0.0012479082518515787,128,"SMC"
5.4,10.0,10.2389012780627,0.0012750396002987733,128,"SMC"
5.5,10.0,10.419097474468233,0.0012919270257493057,128,"SMC"
5.6,10.0,10.594196956536322,0.0013186591357216676,128,"SMC"
5.7,10.0,10.786357155215594,0.0013348150510003876,128,"SMC"
5.8,10.0,10.969522296841907,0.0013598296437415881,128,"SMC"
5.9,10.0,11.15053284795079,0.001386679830377736,128,"SMC"
6.0,10.0,11.335618444622783,0.001407194479785683,128,"SMC"
6.1,10.0,11.520218771037914,0.0014265310079292495,128,"SMC"
6.2,10.0,11.696018470322722,0.0014429888125005283,128,"SMC"
6.3,10.0,11.877197900580617,0.0014596334090557312,128,"SMC"
6.4,10.0,12.053589475923479,0.0014852629232846937,128,"SMC"
6.5,10.0,12.244585284213343,0.0015023636145997806,128,"SMC"
6.6,10.0,12.429551443449455,0.0015172220406070524,128,"SMC"
6.7,10.0,12.606524254185667,0.0015448937691422912,128,"SMC"
6.8,10.0,12.797668728972477,0.0015706494577734666,128,"SMC"
6.9,10.0,12.983609899673233,0.0015935947514708986,128,"SMC"
7.0,10.0,13.175060694112762,0.0016136648170102155,128,"SMC"
7.1,10.0,13.347905724115346,0.0016385586451922488,128,"SMC"
7.2,10.0,13.540396603825577,0.0016588614204147022,128,"SMC"
7.3,10.0,13.728104706205817,0.0016803565501662763,128,"SMC"
7.4,10.0,13.909402269397019,0.0017007688014896026,128,"SMC"
7.5,10.0,14.084394942174544,0.001714023937385967,128,"SMC"
7.6,10.0,14.2675643986657,0.0017325623257406224,128,"SMC"
7.7,10.0,14.450258631371783,0.001750924457679265,128,"SMC"
7.8,10.0,14.628258706101944,0.001770487920000949,128,"SMC"
7.9,10.0,14.808026158209355,0.0017917034928331026,128,"SMC"
8.0,10.0,14.987462038020091,0.0018147244960952445,128,"SMC"
8.1,10.0,15.16439223097688,0.0018384554060635406,128,"SMC"
8.2,10.0,15.353513374957856,0.00186075322943451,128,"SMC"
8.3,10.0,15.540968345984407,0.0018895392240173372,128,"SMC"
