"Duration","PMI","PMIstd"
0.0,0.0,0.0
0.1,0.0483029259345521,0.002988813532199339
0.2,0.1662128506775668,0.0054363550429987395
0.3,0.32954657589801617,0.007376461193667938
0.4,0.5093367077781867,0.008888307667341942
0.5,0.6966174904822128,0.010068572518193928
0.6,0.877932402596987,0.011139729318482354
0.7,1.068863842896313,0.012132177043102422
0.8,1.2624701762683443,0.01297050930738552
0.9,1.4566087548167064,0.01374729416605799
1.0,1.6389349290907336,0.014605902208632606
1.1,1.8218819010593696,0.015443637777764935
1.2,2.0138168572136976,0.016143763699137236
1.3,2.2052571349050445,0.0168453286533757
1.4,2.394099899896628,0.017532581056298274
1.5,2.585821462821046,0.01814640940369888
1.6,2.7749597750300317,0.01882151662509264
1.7,2.960678660617176,0.019330551632119677
1.8,3.157412696527612,0.020009151664102557
1.9,3.3393188427623506,0.020550595252927528
2.0,3.5303141266526246,0.021083435228185454
2.1,3.717036855450144,0.021595860734486553
2.2,3.901532904409358,0.022250786637081257
2.3,4.093259351456007,0.022598728084804467
2.4,4.278813281551358,0.023044676776525136
2.5,4.457916497345999,0.023534204337251716
2.6,4.649738536206654,0.02383158866761637
2.7,4.837067220200688,0.024353742332687566
2.8,5.025796152544922,0.02479294969471119
2.9,5.204449762335,0.025211381025432803
3.0,5.395574551315481,0.025595188384190858
3.1,5.588736396179758,0.025977522832738565
3.2,5.783001348657539,0.026459018757817167
3.3,5.980445059082244,0.02689511909592065
3.4,6.174688776739759,0.02727010306667115
3.5,6.361510037396235,0.02769597732341805
3.6,6.5427342491250045,0.02812067365394277
3.7,6.721578883932799,0.028566116861746357
3.8,6.912603586778542,0.028877403652819975
3.9,7.098266525944995,0.02926427360997089
4.0,7.278815040820655,0.029684295038110098
4.1,7.467416539856734,0.03014797915738855
4.2,7.655421471727291,0.030473333470868783
4.3,7.849776459629283,0.030896423167742538
4.4,8.035496779909447,0.03128635129260517
4.5,8.237526427911757,0.031706059052986936
4.6,8.428667438656404,0.0320248256979503
4.7,8.617319953375379,0.03231449686673116
4.8,8.809996077317557,0.032622280341935754
4.9,8.995179521358764,0.033019796158749254
5.0,9.172907641380696,0.03332333944280527
5.1,9.357880300042002,0.033662902415052376
5.2,9.547897097173353,0.03401818100320624
5.3,9.733130264839346,0.03424260934855057
5.4,9.920261608082104,0.03465140723382298
5.5,10.108301688340607,0.035025983773393124
5.6,10.289327170588322,0.03525891500269225
5.7,10.475809424851905,0.035663788755978414
5.8,10.658462787090258,0.03602534552588741
5.9,10.85110271769295,0.0363292028198656
6.0,11.037686019249666,0.036656663825314136
6.1,11.234807290677976,0.036985017781139294
6.2,11.425516175112508,0.0372869854583786
6.3,11.605169494670353,0.03754985003556383
6.4,11.791938684730413,0.03783659860251667
6.5,11.973649281329818,0.03817461424170179
6.6,12.162240281385655,0.03857481499800841
6.7,12.355444566523,0.038803492184182525
6.8,12.550596215727879,0.03913134722651056
6.9,12.740201003606966,0.03942376362577472
7.0,12.923214197983636,0.03965755267515898
7.1,13.10921074237072,0.039864155761751195
7.2,13.298628149972174,0.04006729578991128
