log_marginal,κ,λ,estimate
-704.8337947470529,1.0,0.01,TI
-704.836978017082,1.0,0.01,TI
-704.8370090935052,1.0,0.01,TI
-704.8189107204912,1.0,0.01,TI
-704.855732880289,1.0,0.01,TI
-704.8594157259014,1.0,0.01,TI
-704.8509640819548,1.0,0.01,TI
-704.8407640932992,1.0,0.01,TI
-704.8395913555777,1.0,0.01,TI
-704.8398210559834,1.0,0.01,TI
-704.8610318042964,1.0,0.01,TI
-704.8377237811678,1.0,0.01,TI
-704.8464124979258,1.0,0.01,TI
-704.8561854359801,1.0,0.01,TI
-704.8631331005657,1.0,0.01,TI
-704.8425357691383,1.0,0.01,TI
-704.8478247070292,1.0,0.01,TI
-704.8870252700655,1.0,0.01,TI
-704.8647528988772,1.0,0.01,TI
-704.8230838458485,1.0,0.01,TI
-704.8485671134464,1.0,0.01,TI
-704.8506188204398,1.0,0.01,TI
-704.8467404213452,1.0,0.01,TI
-704.8372180639782,1.0,0.01,TI
-704.8083689623072,1.0,0.01,TI
-704.8448856802835,1.0,0.01,TI
-704.8054305481675,1.0,0.01,TI
-704.8585724039272,1.0,0.01,TI
-704.8307769760387,1.0,0.01,TI
-704.8384865451177,1.0,0.01,TI
-704.8670803040544,1.0,0.01,TI
-704.8111008357344,1.0,0.01,TI
-704.8788245768455,1.0,0.01,TI
-704.8384853304069,1.0,0.01,TI
-704.824776987975,1.0,0.01,TI
-704.8232649899904,1.0,0.01,TI
-704.8436145874014,1.0,0.01,TI
-704.858293630726,1.0,0.01,TI
-704.8387224145966,1.0,0.01,TI
-704.8521396067194,1.0,0.01,TI
-704.8490795701019,1.0,0.01,TI
-704.8300752313847,1.0,0.01,TI
-704.8527614314496,1.0,0.01,TI
-704.832819973041,1.0,0.01,TI
-704.8733074065024,1.0,0.01,TI
-704.8368019652356,1.0,0.01,TI
-704.8277999456507,1.0,0.01,TI
-704.8439585996272,1.0,0.01,TI
-704.8572830693339,1.0,0.01,TI
-704.8339666073955,1.0,0.01,TI
-704.8525689949242,1.0,0.01,TI
-704.805214482596,1.0,0.01,TI
-704.8479571749216,1.0,0.01,TI
-704.8459773479563,1.0,0.01,TI
-704.8384125021931,1.0,0.01,TI
-704.8606628609688,1.0,0.01,TI
-704.8931828108348,1.0,0.01,TI
-704.8190990933485,1.0,0.01,TI
-704.8426002191457,1.0,0.01,TI
-704.8440931217272,1.0,0.01,TI
-704.8510859827303,1.0,0.01,TI
-704.8621794903149,1.0,0.01,TI
-704.8489981133251,1.0,0.01,TI
-704.814708323184,1.0,0.01,TI
-704.8701250633461,1.0,0.01,TI
-704.8667353082366,1.0,0.01,TI
-704.8310431802956,1.0,0.01,TI
-704.8315130045405,1.0,0.01,TI
-704.8645217557585,1.0,0.01,TI
-704.845262885513,1.0,0.01,TI
-704.8507854198027,1.0,0.01,TI
-704.8391581619549,1.0,0.01,TI
-704.849965570976,1.0,0.01,TI
-704.8599104400388,1.0,0.01,TI
-704.8807925900594,1.0,0.01,TI
-704.8337101077699,1.0,0.01,TI
-704.8660479814498,1.0,0.01,TI
-704.8686382000828,1.0,0.01,TI
-704.869711295443,1.0,0.01,TI
-704.8851477364303,1.0,0.01,TI
-704.8768091118661,1.0,0.01,TI
-704.8637669272421,1.0,0.01,TI
-704.8358092156566,1.0,0.01,TI
-704.8562951255589,1.0,0.01,TI
-704.8465648147178,1.0,0.01,TI
-704.8512311093124,1.0,0.01,TI
-704.8292827331966,1.0,0.01,TI
-704.877410830307,1.0,0.01,TI
-704.8143244406322,1.0,0.01,TI
-704.8515400413241,1.0,0.01,TI
-704.8345784900793,1.0,0.01,TI
-704.839378929249,1.0,0.01,TI
-704.8320578508553,1.0,0.01,TI
-704.8344751333415,1.0,0.01,TI
-704.8574782666699,1.0,0.01,TI
-704.8234328146539,1.0,0.01,TI
-704.8399587735639,1.0,0.01,TI
-704.8544899076228,1.0,0.01,TI
-704.8443379899995,1.0,0.01,TI
-704.8457733704918,1.0,0.01,TI
-704.8463721521596,1.0,0.01,TI
-704.8304551075075,1.0,0.01,TI
-704.8538596198982,1.0,0.01,TI
-704.8637907598431,1.0,0.01,TI
-704.8543522086446,1.0,0.01,TI
-704.8521788039677,1.0,0.01,TI
-704.8478358793419,1.0,0.01,TI
-704.8693322339966,1.0,0.01,TI
-704.8307265820056,1.0,0.01,TI
-704.8598117603472,1.0,0.01,TI
-704.8639040930481,1.0,0.01,TI
-704.8899145750263,1.0,0.01,TI
-704.8186766938657,1.0,0.01,TI
-704.8196710148479,1.0,0.01,TI
-704.8549464766149,1.0,0.01,TI
-704.8371258843949,1.0,0.01,TI
-704.8580435764306,1.0,0.01,Direct MC
-704.851444804877,1.0,0.01,Direct MC
-704.8551639748985,1.0,0.01,Direct MC
-704.8365963159838,1.0,0.01,Direct MC
-704.8487472647548,1.0,0.01,Direct MC
-704.8503028496259,1.0,0.01,Direct MC
-704.8486780313266,1.0,0.01,Direct MC
-704.8627983117001,1.0,0.01,Direct MC
-704.8317180041515,1.0,0.01,Direct MC
-704.8533752718084,1.0,0.01,Direct MC
-704.841172714325,1.0,0.01,Direct MC
-704.8507193939536,1.0,0.01,Direct MC
-704.8350854404944,1.0,0.01,Direct MC
-704.8346752052333,1.0,0.01,Direct MC
-704.8567216452587,1.0,0.01,Direct MC
-704.8520482888196,1.0,0.01,Direct MC
-704.8622704519216,1.0,0.01,Direct MC
-704.8465962861657,1.0,0.01,Direct MC
-704.8443109396268,1.0,0.01,Direct MC
-704.8376376467809,1.0,0.01,Direct MC
-704.8394530206524,1.0,0.01,Direct MC
-704.8438013951994,1.0,0.01,Direct MC
-704.8436141009906,1.0,0.01,Direct MC
-704.8460143324004,1.0,0.01,Direct MC
-704.8410471743905,1.0,0.01,Direct MC
-704.8525482867643,1.0,0.01,Direct MC
-704.8476401031415,1.0,0.01,Direct MC
-704.8397984188424,1.0,0.01,Direct MC
-704.8425672964833,1.0,0.01,Direct MC
-704.8359174707208,1.0,0.01,Direct MC
-704.8455938420565,1.0,0.01,Direct MC
-704.8339032320102,1.0,0.01,Direct MC
-704.852977791904,1.0,0.01,Direct MC
-704.8435688811578,1.0,0.01,Direct MC
-704.845822540675,1.0,0.01,Direct MC
-704.8570706237898,1.0,0.01,Direct MC
-704.8289590777622,1.0,0.01,Direct MC
-704.8584448472941,1.0,0.01,Direct MC
-704.853878152543,1.0,0.01,Direct MC
-704.8575297212298,1.0,0.01,Direct MC
-704.8482843097344,1.0,0.01,Direct MC
-704.8381796506945,1.0,0.01,Direct MC
-704.8475157164715,1.0,0.01,Direct MC
-704.8461630735353,1.0,0.01,Direct MC
-704.8431520480475,1.0,0.01,Direct MC
-704.8525218000118,1.0,0.01,Direct MC
-704.8475227868473,1.0,0.01,Direct MC
-704.8478194870864,1.0,0.01,Direct MC
-704.8429919479652,1.0,0.01,Direct MC
-704.8539980613177,1.0,0.01,Direct MC
-704.8471773098164,1.0,0.01,Direct MC
-704.8503217200478,1.0,0.01,Direct MC
-704.8489983480879,1.0,0.01,Direct MC
-704.851955991699,1.0,0.01,Direct MC
-704.8360329523077,1.0,0.01,Direct MC
-704.844000873209,1.0,0.01,Direct MC
-704.8505636868282,1.0,0.01,Direct MC
-704.8354616213688,1.0,0.01,Direct MC
-704.8282528738549,1.0,0.01,Direct MC
-704.8585406207749,1.0,0.01,Direct MC
-704.8429498004493,1.0,0.01,Direct MC
-704.843179955632,1.0,0.01,Direct MC
-704.8474732838247,1.0,0.01,Direct MC
-704.8620250976695,1.0,0.01,Direct MC
-704.8447156188996,1.0,0.01,Direct MC
-704.8316778494282,1.0,0.01,Direct MC
-704.8504490347921,1.0,0.01,Direct MC
-704.8594565317076,1.0,0.01,Direct MC
-704.8432555134591,1.0,0.01,Direct MC
-704.8446148762308,1.0,0.01,Direct MC
-704.854929249641,1.0,0.01,Direct MC
-704.8321707138407,1.0,0.01,Direct MC
-704.8464982114341,1.0,0.01,Direct MC
-704.8507900499353,1.0,0.01,Direct MC
-704.8378981492173,1.0,0.01,Direct MC
-704.842830779929,1.0,0.01,Direct MC
-704.8532593602743,1.0,0.01,Direct MC
-704.8435523576586,1.0,0.01,Direct MC
-704.8488033287799,1.0,0.01,Direct MC
-704.8515454827478,1.0,0.01,Direct MC
-704.8520722003071,1.0,0.01,Direct MC
-704.8480662227109,1.0,0.01,Direct MC
-704.850548607448,1.0,0.01,Direct MC
-704.8474579219901,1.0,0.01,Direct MC
-704.8320360204515,1.0,0.01,Direct MC
-704.8350115678949,1.0,0.01,Direct MC
-704.8448092656823,1.0,0.01,Direct MC
-704.8460673757878,1.0,0.01,Direct MC
-704.8533099684203,1.0,0.01,Direct MC
-704.8395831143266,1.0,0.01,Direct MC
-704.8421399464706,1.0,0.01,Direct MC
-704.8468759237754,1.0,0.01,Direct MC
-704.845913124221,1.0,0.01,Direct MC
-704.8434397758347,1.0,0.01,Direct MC
-704.8379947049368,1.0,0.01,Direct MC
-704.8403726508125,1.0,0.01,Direct MC
-704.8388606693334,1.0,0.01,Direct MC
-704.8505437108513,1.0,0.01,Direct MC
-704.8484931108212,1.0,0.01,Direct MC
-704.8494533675891,1.0,0.01,Direct MC
-704.8433006755397,1.0,0.01,Direct MC
-704.8531999436628,1.0,0.01,Direct MC
-704.8533909902335,1.0,0.01,Direct MC
-704.8539471541884,1.0,0.01,Direct MC
-704.8432572400238,1.0,0.01,Direct MC
-704.8588136723035,1.0,0.01,Direct MC
-704.8433249740957,1.0,0.01,Direct MC
-704.8594280911528,1.0,0.01,Direct MC
-704.830498595251,1.0,0.01,Direct MC
-704.8411528403631,1.0,0.01,Direct MC
-704.8572215958186,1.0,0.01,Direct MC
-704.8490206307222,1.0,0.01,Direct MC
-704.8465213658604,1.0,0.01,Direct MC
-704.834296796505,1.0,0.01,Direct MC
-704.8345451681498,1.0,0.01,Direct MC
-704.849967581189,1.0,0.01,Direct MC
-704.8490048422052,1.0,0.01,Direct MC
-704.8540910406788,1.0,0.01,Direct MC
-704.8467623287214,1.0,0.01,Direct MC
-704.8586677536549,1.0,0.01,Direct MC
-704.8457253514351,1.0,0.01,Direct MC
-704.8432766350951,1.0,0.01,Direct MC
-704.8389444847083,1.0,0.01,Direct MC
-704.8430348678521,1.0,0.01,Direct MC
-704.8445124067689,1.0,0.01,Direct MC
-704.8454191709533,1.0,0.01,Direct MC
-704.8535946870624,1.0,0.01,Direct MC
-704.8469058880414,1.0,0.01,Direct MC
-2802.451105480132,2.0,0.01,AIS
-2802.4862909634207,2.0,0.01,AIS
-2802.503951422118,2.0,0.01,AIS
-2802.461747955678,2.0,0.01,AIS
-2802.5326181111095,2.0,0.01,AIS
-2802.4364921610827,2.0,0.01,AIS
-2802.5055589818603,2.0,0.01,AIS
-2802.439747776369,2.0,0.01,AIS
-2802.5056010733747,2.0,0.01,AIS
-2802.425077322666,2.0,0.01,AIS
-2802.528980076698,2.0,0.01,AIS
-2802.470052988779,2.0,0.01,AIS
-2802.5429045039846,2.0,0.01,AIS
-2802.484902315702,2.0,0.01,AIS
-2802.499968127196,2.0,0.01,AIS
-2802.4827032390044,2.0,0.01,AIS
-2802.45954954686,2.0,0.01,AIS
-2802.4317069470553,2.0,0.01,AIS
-2802.497666564627,2.0,0.01,AIS
-2802.4489845519274,2.0,0.01,AIS
-2802.478100518414,2.0,0.01,AIS
-2802.529635904587,2.0,0.01,AIS
-2802.4892919169342,2.0,0.01,AIS
-2802.4792928388783,2.0,0.01,AIS
-2802.447835441228,2.0,0.01,AIS
-2802.4434219349782,2.0,0.01,AIS
-2802.47993659208,2.0,0.01,AIS
-2802.4773446672284,2.0,0.01,AIS
-2802.470780919202,2.0,0.01,AIS
-2802.454736500632,2.0,0.01,AIS
-2802.4671075061847,2.0,0.01,AIS
-2802.4615099797475,2.0,0.01,AIS
-2802.49604982341,2.0,0.01,AIS
-2802.4623852917966,2.0,0.01,AIS
-2802.472034319758,2.0,0.01,AIS
-2802.5030843220384,2.0,0.01,AIS
-2802.4501770949273,2.0,0.01,AIS
-2802.4299699821972,2.0,0.01,AIS
-2802.4510238790053,2.0,0.01,AIS
-2802.488770347735,2.0,0.01,AIS
-2802.470413245174,2.0,0.01,AIS
-2802.4179096212315,2.0,0.01,AIS
-2802.52389328673,2.0,0.01,AIS
-2802.4813257740147,2.0,0.01,AIS
-2802.498898053598,2.0,0.01,AIS
-2802.4494951081388,2.0,0.01,AIS
-2802.4222955116948,2.0,0.01,AIS
-2802.467101033529,2.0,0.01,AIS
-2802.4934905735895,2.0,0.01,AIS
-2802.4196926621066,2.0,0.01,AIS
-2802.4508701773,2.0,0.01,AIS
-2802.4598479985025,2.0,0.01,AIS
-2802.498636099129,2.0,0.01,AIS
-2802.512499287654,2.0,0.01,AIS
-2802.4513232817353,2.0,0.01,AIS
-2802.5213306281594,2.0,0.01,AIS
-2802.467832653027,2.0,0.01,AIS
-2802.495752085899,2.0,0.01,AIS
-2802.4980887761512,2.0,0.01,AIS
-2802.433070394218,2.0,0.01,AIS
-2802.4860039507935,2.0,0.01,AIS
-2802.470337646378,2.0,0.01,AIS
-2802.4851770743517,2.0,0.01,AIS
-2802.489891516176,2.0,0.01,AIS
-2802.49969114433,2.0,0.01,AIS
-2802.4556405653307,2.0,0.01,AIS
-2802.5313657229954,2.0,0.01,AIS
-2802.4576278124723,2.0,0.01,AIS
-2802.457235256879,2.0,0.01,AIS
-2802.4658514710345,2.0,0.01,AIS
-2802.4798648342953,2.0,0.01,AIS
-2802.4908940345963,2.0,0.01,AIS
-2802.517310564091,2.0,0.01,AIS
-2802.5206348788124,2.0,0.01,AIS
-2802.452751939688,2.0,0.01,AIS
-2802.49725039344,2.0,0.01,AIS
-2802.4885856567466,2.0,0.01,AIS
-2802.471584060316,2.0,0.01,AIS
-2802.4566456374623,2.0,0.01,AIS
-2802.473028054714,2.0,0.01,AIS
-2802.4698221947024,2.0,0.01,AIS
-2802.5245290357593,2.0,0.01,AIS
-2802.5059194617593,2.0,0.01,AIS
-2802.468763094881,2.0,0.01,AIS
-2802.4606930519926,2.0,0.01,AIS
-2802.4685637500615,2.0,0.01,AIS
-2802.4811132679433,2.0,0.01,AIS
-2802.510430550029,2.0,0.01,AIS
-2802.472752892102,2.0,0.01,AIS
-2802.417906122171,2.0,0.01,AIS
-2802.439484939949,2.0,0.01,AIS
-2802.5057479063107,2.0,0.01,AIS
-2802.478018602872,2.0,0.01,AIS
-2802.496177035136,2.0,0.01,AIS
-2802.478705716658,2.0,0.01,AIS
-2802.479198269385,2.0,0.01,AIS
-2802.462032601316,2.0,0.01,AIS
-2802.5394625789572,2.0,0.01,AIS
-2802.485910865588,2.0,0.01,AIS
-2802.496949227975,2.0,0.01,AIS
-2802.502752379415,2.0,0.01,AIS
-2802.4884265698815,2.0,0.01,AIS
-2802.5147233325874,2.0,0.01,AIS
-2802.4723204164584,2.0,0.01,AIS
-2802.4712212439113,2.0,0.01,AIS
-2802.4484816986733,2.0,0.01,AIS
-2802.49048913807,2.0,0.01,AIS
-2802.4867597311,2.0,0.01,AIS
-2802.471615436112,2.0,0.01,AIS
-2802.504656702352,2.0,0.01,AIS
-2802.5161627815314,2.0,0.01,AIS
-2802.4768504505378,2.0,0.01,AIS
-2802.480576824295,2.0,0.01,AIS
-2802.47677823119,2.0,0.01,AIS
-2802.4880137229243,2.0,0.01,AIS
-2802.492325528856,2.0,0.01,AIS
-2802.4464384004364,2.0,0.01,AIS
-2802.459134586559,2.0,0.01,AIS
-2802.4868133955642,2.0,0.01,AIS
-2802.4618200948617,2.0,0.01,AIS
-2802.4578641944045,2.0,0.01,AIS
-2802.4669497050927,2.0,0.01,AIS
-2802.4432912411703,2.0,0.01,AIS
-2802.4744045080565,2.0,0.01,AIS
-2802.488123997314,2.0,0.01,AIS
-2802.5084449720807,2.0,0.01,AIS
-2802.465784713845,2.0,0.01,AIS
-2802.4634533648127,2.0,0.01,AIS
-2802.4677501779793,2.0,0.01,TI
-2802.478507688321,2.0,0.01,TI
-2802.464507639733,2.0,0.01,TI
-2802.4870292140645,2.0,0.01,TI
-2802.4795616707374,2.0,0.01,TI
-2802.4679286913943,2.0,0.01,TI
-2802.4783893546423,2.0,0.01,TI
-2802.490055578419,2.0,0.01,TI
-2802.459080490146,2.0,0.01,TI
-2802.479563997895,2.0,0.01,TI
-2802.4773271667473,2.0,0.01,TI
-2802.4996364978433,2.0,0.01,TI
-2802.4508984491476,2.0,0.01,TI
-2802.4727746878807,2.0,0.01,TI
-2802.4884516928605,2.0,0.01,TI
-2802.448691205043,2.0,0.01,TI
-2802.508066189605,2.0,0.01,TI
-2802.464399622549,2.0,0.01,TI
-2802.452994320298,2.0,0.01,TI
-2802.480710484731,2.0,0.01,TI
-2802.4795306255764,2.0,0.01,TI
-2802.453619335725,2.0,0.01,TI
-2802.47163990252,2.0,0.01,TI
-2802.4634048625385,2.0,0.01,TI
-2802.4879540096135,2.0,0.01,TI
-2802.4406992371332,2.0,0.01,TI
-2802.4876033502046,2.0,0.01,TI
-2802.4848074232923,2.0,0.01,TI
-2802.4312378757136,2.0,0.01,TI
-2802.446583132792,2.0,0.01,TI
-2802.463686976065,2.0,0.01,TI
-2802.447571121471,2.0,0.01,TI
-2802.502343391424,2.0,0.01,TI
-2802.4508675056827,2.0,0.01,TI
-2802.437214065183,2.0,0.01,TI
-2802.4926895470053,2.0,0.01,TI
-2802.429447254613,2.0,0.01,TI
-2802.483024377273,2.0,0.01,TI
-2802.5073369444617,2.0,0.01,TI
-2802.4658163617023,2.0,0.01,TI
-2802.4745075890737,2.0,0.01,TI
-2802.4730486977974,2.0,0.01,TI
-2802.495460190821,2.0,0.01,TI
-2802.4462076867976,2.0,0.01,TI
-2802.4699857172036,2.0,0.01,TI
-2802.494874408653,2.0,0.01,TI
-2802.477635305204,2.0,0.01,TI
-2802.4881920435087,2.0,0.01,TI
-2802.471949346006,2.0,0.01,TI
-2802.4622624848366,2.0,0.01,TI
-2802.480238505879,2.0,0.01,TI
-2802.5008591156184,2.0,0.01,TI
-2802.462493593986,2.0,0.01,TI
-2802.4780454201345,2.0,0.01,TI
-2802.4599932500496,2.0,0.01,TI
-2802.477058440837,2.0,0.01,TI
-2802.454490919872,2.0,0.01,TI
-2802.4459126535417,2.0,0.01,TI
-2802.502280442634,2.0,0.01,TI
-2802.498627422089,2.0,0.01,TI
-2802.464196611868,2.0,0.01,TI
-2802.4666979540216,2.0,0.01,TI
-2802.483587236464,2.0,0.01,TI
-2802.4818132055884,2.0,0.01,TI
-2802.432302510614,2.0,0.01,TI
-2802.4384888635614,2.0,0.01,TI
-2802.4518895260117,2.0,0.01,TI
-2802.466656008712,2.0,0.01,TI
-2802.4464086849057,2.0,0.01,TI
-2802.4538295304874,2.0,0.01,TI
-2802.478085959375,2.0,0.01,TI
-2802.4963355537006,2.0,0.01,TI
-2802.511191574624,2.0,0.01,TI
-2802.483607037374,2.0,0.01,TI
-2802.457996263699,2.0,0.01,TI
-2802.4840141891113,2.0,0.01,TI
-2802.4719218397227,2.0,0.01,TI
-2802.4823541437213,2.0,0.01,TI
-2802.49684620569,2.0,0.01,TI
-2802.4518729109614,2.0,0.01,TI
-2802.4882534364633,2.0,0.01,TI
-2802.513157746465,2.0,0.01,TI
-2802.471974500706,2.0,0.01,TI
-2802.469903416054,2.0,0.01,TI
-2802.4931683245077,2.0,0.01,TI
-2802.485184476681,2.0,0.01,TI
-2802.465265187489,2.0,0.01,TI
-2802.441700387445,2.0,0.01,TI
-2802.463418765783,2.0,0.01,TI
-2802.48919605264,2.0,0.01,TI
-2802.4789305064996,2.0,0.01,TI
-2802.46555446665,2.0,0.01,TI
-2802.4756531725793,2.0,0.01,TI
-2802.461019385091,2.0,0.01,TI
-2802.4972828713585,2.0,0.01,TI
-2802.4506970096636,2.0,0.01,TI
-2802.487470835277,2.0,0.01,TI
-2802.457610430357,2.0,0.01,TI
-2802.4633139127172,2.0,0.01,TI
-2802.4563223697073,2.0,0.01,TI
-2802.4326849017566,2.0,0.01,TI
-2802.492074123781,2.0,0.01,TI
-2802.4985417757753,2.0,0.01,TI
-2802.471691837898,2.0,0.01,TI
-2802.4740111159836,2.0,0.01,TI
-2802.4664633491416,2.0,0.01,TI
-2802.4845528546075,2.0,0.01,TI
-2802.495265618728,2.0,0.01,TI
-2802.4601230199596,2.0,0.01,TI
-2802.454643880631,2.0,0.01,TI
-2802.4941154537155,2.0,0.01,TI
-2802.4955056971194,2.0,0.01,TI
-2802.4555725333284,2.0,0.01,TI
-2802.480100926267,2.0,0.01,TI
-2802.486540036531,2.0,0.01,TI
-2802.458068202723,2.0,0.01,TI
-2802.4937233200144,2.0,0.01,TI
-2802.4859070139,2.0,0.01,TI
-2802.490026687192,2.0,0.01,TI
-2802.4814772981395,2.0,0.01,TI
-2802.4776148014316,2.0,0.01,TI
-2802.4313719876764,2.0,0.01,TI
-2802.4872140216876,2.0,0.01,TI
-2802.5236692241842,2.0,0.01,TI
-2802.4793324540196,2.0,0.01,TI
-2802.4959712080936,2.0,0.01,TI
-2802.4990062376933,2.0,0.01,TI
-2802.4637968736365,2.0,0.01,TI
-2802.4712393682953,2.0,0.01,Direct MC
-2802.462862464368,2.0,0.01,Direct MC
-2802.4737848012487,2.0,0.01,Direct MC
-2802.474193953788,2.0,0.01,Direct MC
-2802.4707252983085,2.0,0.01,Direct MC
-2802.4647551653948,2.0,0.01,Direct MC
-2802.481882689958,2.0,0.01,Direct MC
-2802.475427463843,2.0,0.01,Direct MC
-2802.458277077425,2.0,0.01,Direct MC
-2802.491453909588,2.0,0.01,Direct MC
-2802.4989008383864,2.0,0.01,Direct MC
-2802.471452269228,2.0,0.01,Direct MC
-2802.4910035667085,2.0,0.01,Direct MC
-2802.4755303623097,2.0,0.01,Direct MC
-2802.498527609544,2.0,0.01,Direct MC
-2802.4703240934687,2.0,0.01,Direct MC
-2802.487945612323,2.0,0.01,Direct MC
-2802.4942172991764,2.0,0.01,Direct MC
-2802.4535090070526,2.0,0.01,Direct MC
-2802.4822862596616,2.0,0.01,Direct MC
-2802.470985859877,2.0,0.01,Direct MC
-2802.493511213245,2.0,0.01,Direct MC
-2802.4805672522425,2.0,0.01,Direct MC
-2802.4791700362593,2.0,0.01,Direct MC
-2802.4783103980344,2.0,0.01,Direct MC
-2802.4907422291776,2.0,0.01,Direct MC
-2802.4998770239795,2.0,0.01,Direct MC
-2802.506541918719,2.0,0.01,Direct MC
-2802.46508373955,2.0,0.01,Direct MC
-2802.4918579631644,2.0,0.01,Direct MC
-2802.488037658702,2.0,0.01,Direct MC
-2802.466664854101,2.0,0.01,Direct MC
-2802.4683094386414,2.0,0.01,Direct MC
-2802.467101922989,2.0,0.01,Direct MC
-2802.4833356788927,2.0,0.01,Direct MC
-2802.4765780140074,2.0,0.01,Direct MC
-2802.494479697093,2.0,0.01,Direct MC
-2802.4766081288717,2.0,0.01,Direct MC
-2802.459072054298,2.0,0.01,Direct MC
-2802.4778049743304,2.0,0.01,Direct MC
-2802.4706848773635,2.0,0.01,Direct MC
-2802.463114573729,2.0,0.01,Direct MC
-2802.4862424763433,2.0,0.01,Direct MC
-2802.489576113145,2.0,0.01,Direct MC
-2802.475818984088,2.0,0.01,Direct MC
-2802.4656030780816,2.0,0.01,Direct MC
-2802.4867649958205,2.0,0.01,Direct MC
-2802.453040894701,2.0,0.01,Direct MC
-2802.4893073486182,2.0,0.01,Direct MC
-2802.4682695738184,2.0,0.01,Direct MC
-2802.5000825802804,2.0,0.01,Direct MC
-2802.4866404552254,2.0,0.01,Direct MC
-2802.462297683992,2.0,0.01,Direct MC
-2802.4580690204766,2.0,0.01,Direct MC
-2802.475743081884,2.0,0.01,Direct MC
-2802.47380612979,2.0,0.01,Direct MC
-2802.491118804761,2.0,0.01,Direct MC
-2802.4971244254284,2.0,0.01,Direct MC
-2802.493856976209,2.0,0.01,Direct MC
-2802.4767361827776,2.0,0.01,Direct MC
-2802.4746411572773,2.0,0.01,Direct MC
-2802.460968355497,2.0,0.01,Direct MC
-2802.4858325665064,2.0,0.01,Direct MC
-2802.4933966035537,2.0,0.01,Direct MC
-2802.491705412047,2.0,0.01,Direct MC
-2802.4770171793803,2.0,0.01,Direct MC
-2802.4724457449474,2.0,0.01,Direct MC
-2802.4737727057327,2.0,0.01,Direct MC
-2802.471742712878,2.0,0.01,Direct MC
-2802.4755808180357,2.0,0.01,Direct MC
-2802.464636506735,2.0,0.01,Direct MC
-2802.4821778910414,2.0,0.01,Direct MC
-2802.4802683010644,2.0,0.01,Direct MC
-2802.48238342934,2.0,0.01,Direct MC
-2802.4899121024914,2.0,0.01,Direct MC
-2802.4676773820597,2.0,0.01,Direct MC
-2802.481219157074,2.0,0.01,Direct MC
-2802.4785325126763,2.0,0.01,Direct MC
-2802.470558690153,2.0,0.01,Direct MC
-2802.4764800640214,2.0,0.01,Direct MC
-2802.48099065359,2.0,0.01,Direct MC
-2802.4771712274774,2.0,0.01,Direct MC
-2802.477191346757,2.0,0.01,Direct MC
-2802.478435000692,2.0,0.01,Direct MC
-2802.461772647692,2.0,0.01,Direct MC
-2802.4885254057735,2.0,0.01,Direct MC
-2802.4580450607014,2.0,0.01,Direct MC
-2802.476649593455,2.0,0.01,Direct MC
-2802.481759525939,2.0,0.01,Direct MC
-2802.4710133132094,2.0,0.01,Direct MC
-2802.4944690234192,2.0,0.01,Direct MC
-2802.459847951429,2.0,0.01,Direct MC
-2802.4570799205576,2.0,0.01,Direct MC
-2802.4704305996856,2.0,0.01,Direct MC
-2802.5060468141337,2.0,0.01,Direct MC
-2802.4742934770898,2.0,0.01,Direct MC
-2802.473283347167,2.0,0.01,Direct MC
-2802.4774620557073,2.0,0.01,Direct MC
-2802.471077743884,2.0,0.01,Direct MC
-2802.462788859309,2.0,0.01,Direct MC
-2802.485963447987,2.0,0.01,Direct MC
-2802.493232716825,2.0,0.01,Direct MC
-2802.4808224706744,2.0,0.01,Direct MC
-2802.4819404690084,2.0,0.01,Direct MC
-2802.476612883329,2.0,0.01,Direct MC
-2802.4679800558183,2.0,0.01,Direct MC
-2802.4579078590336,2.0,0.01,Direct MC
-2802.4739902530546,2.0,0.01,Direct MC
-2802.4849889208244,2.0,0.01,Direct MC
-2802.4698755539416,2.0,0.01,Direct MC
-2802.47177506346,2.0,0.01,Direct MC
-2802.4902241718437,2.0,0.01,Direct MC
-2802.4771377209067,2.0,0.01,Direct MC
-2802.477602375059,2.0,0.01,Direct MC
-2802.4633103300257,2.0,0.01,Direct MC
-2802.4626372897624,2.0,0.01,Direct MC
-2802.488565154404,2.0,0.01,Direct MC
-2802.4674481898314,2.0,0.01,Direct MC
-2802.469743482596,2.0,0.01,Direct MC
-2802.4802063725806,2.0,0.01,Direct MC
-2802.473434794306,2.0,0.01,Direct MC
-2802.4810910310516,2.0,0.01,Direct MC
-2802.4655117211128,2.0,0.01,Direct MC
-2802.4750036275814,2.0,0.01,Direct MC
-2802.470957045774,2.0,0.01,Direct MC
-2802.484020110804,2.0,0.01,Direct MC
-2802.456308264432,2.0,0.01,Direct MC
-2802.4844588694373,2.0,0.01,Direct MC
