"TauL","DiscreteTimes","Lmax","NClusters","g","Mean","Var","M","N"
1.160092807424594,6.9,6,400,0.0001,0.0421608645823532,0.00028046916626614656,256,14400
1.160092807424594,7.0,6,400,0.0001,0.04268252666601459,0.0002838826432948521,256,14400
1.160092807424594,7.1,6,400,0.0001,0.043799756064771725,0.000289022404425173,256,14400
1.160092807424594,7.2,6,400,0.0001,0.044241738389407856,0.0002935959552297405,256,14400
1.160092807424594,7.3,6,400,0.0001,0.043545664454997884,0.00029832221856299285,256,14400
1.160092807424594,7.4,6,400,0.0001,0.043742773097846015,0.00030375619980864676,256,14400
1.160092807424594,7.5,6,400,0.0001,0.04535951478093113,0.0003066664070879963,256,14400
1.160092807424594,7.6,6,400,0.0001,0.04559111592379243,0.00031112160574133543,256,14400
1.160092807424594,7.7,6,400,0.0001,0.04663274253016829,0.0003156391822802157,256,14400
1.160092807424594,7.8,6,400,0.0001,0.046564958749093215,0.00031946246805497424,256,14400
1.160092807424594,7.9,6,400,0.0001,0.04691073444733371,0.000323137359771795,256,14400
1.160092807424594,8.0,6,400,0.0001,0.04819519458988603,0.00032582721615419025,256,14400
1.160092807424594,8.1,6,400,0.0001,0.047890932947953435,0.00033070220341916703,256,14400
1.160092807424594,8.2,6,400,0.0001,0.04842979379554486,0.0003357920898892741,256,14400
1.160092807424594,8.3,6,400,0.0001,0.04881446039220059,0.0003400694681671557,256,14400
1.160092807424594,8.4,6,400,0.0001,0.049004881017123504,0.00034444938143947276,256,14400
1.160092807424594,8.5,6,400,0.0001,0.04980048989527859,0.0003482947736139088,256,14400
1.160092807424594,8.6,6,400,0.0001,0.050120140601454,0.0003525252890490018,256,14400
1.160092807424594,8.7,6,400,0.0001,0.0506865182249587,0.00035711846949560447,256,14400
1.160092807424594,8.8,6,400,0.0001,0.05219844646367063,0.0003602741966032566,256,14400
1.160092807424594,8.9,6,400,0.0001,0.052220950213894765,0.0003641085351204453,256,14400
1.160092807424594,9.0,6,400,0.0001,0.05336953228472137,0.00036947997147542444,256,14400
1.160092807424594,9.1,6,400,0.0001,0.05397954783583474,0.00037376931542556553,256,14400
1.160092807424594,9.2,6,400,0.0001,0.054975251411346515,0.000377621080544207,256,14400
1.160092807424594,9.3,6,400,0.0001,0.055844647752237506,0.0003832231759168593,256,14400
1.160092807424594,9.4,6,400,0.0001,0.05593200855131727,0.00038983846594036815,256,14400
1.160092807424594,9.5,6,400,0.0001,0.05705453682170224,0.00039424728821455186,256,14400
1.160092807424594,9.6,6,400,0.0001,0.05928115190407779,0.00039905206476037995,256,14400
1.160092807424594,9.7,6,400,0.0001,0.06007933693349413,0.0004019919045777934,256,14400
1.160092807424594,9.8,6,400,0.0001,0.06019164733410839,0.0004088331433209624,256,14400
1.160092807424594,9.9,6,400,0.0001,0.0614037259947832,0.0004135047121612588,256,14400
1.160092807424594,10.0,6,400,0.0001,0.062471630545009635,0.0004182206774627455,256,14400
1.160092807424594,10.1,6,400,0.0001,0.06325782513811848,0.0004223380212698694,256,14400
1.160092807424594,10.2,6,400,0.0001,0.06478678274143021,0.00042735909526227375,256,14400
1.160092807424594,10.3,6,400,0.0001,0.06476560662814236,0.00043057329501606286,256,14400
1.160092807424594,10.4,6,400,0.0001,0.06621132215206874,0.0004357266413700554,256,14400
1.160092807424594,10.5,6,400,0.0001,0.06766618735422122,0.0004407976234327736,256,14400
1.160092807424594,10.6,6,400,0.0001,0.06900025356583582,0.0004451154690493714,256,14400
1.160092807424594,10.7,6,400,0.0001,0.06977615005443417,0.0004498616330675718,256,14400
1.160092807424594,10.8,6,400,0.0001,0.0699357815266962,0.0004559637144645041,256,14400
1.160092807424594,10.9,6,400,0.0001,0.07070606709432063,0.00046074965290695,256,14400
1.160092807424594,11.0,6,400,0.0001,0.07234875080919463,0.0004645398646854333,256,14400
1.160092807424594,11.1,6,400,0.0001,0.07308577219544936,0.0004702900274568578,256,14400
1.160092807424594,11.2,6,400,0.0001,0.07234861881685598,0.00047502848817742736,256,14400
1.160092807424594,11.3,6,400,0.0001,0.07356848395995459,0.0004788749326730806,256,14400
1.160092807424594,11.4,6,400,0.0001,0.07391451278232529,0.00048294123853772665,256,14400
1.160092807424594,11.5,6,400,0.0001,0.0748483136496442,0.0004868920705626283,256,14400
1.160092807424594,11.6,6,400,0.0001,0.07625584856978904,0.0004913558266918396,256,14400
1.160092807424594,11.7,6,400,0.0001,0.07681375385220032,0.0004952094380776424,256,14400
1.160092807424594,11.8,6,400,0.0001,0.07773448733276585,0.000499021125400816,256,14400
1.160092807424594,11.9,6,400,0.0001,0.0785138304976216,0.0005048014727668813,256,14400
1.160092807424594,12.0,6,400,0.0001,0.07821447654669303,0.0005093472343132818,256,14400
1.160092807424594,12.1,6,400,0.0001,0.07865321786453328,0.0005137465161160285,256,14400
1.160092807424594,12.2,6,400,0.0001,0.07942010435757563,0.0005172770531979083,256,14400
1.160092807424594,12.3,6,400,0.0001,0.08068137955922997,0.0005233932343375176,256,14400
1.160092807424594,12.4,6,400,0.0001,0.08129751459051882,0.0005287568405848535,256,14400
1.160092807424594,12.5,6,400,0.0001,0.08219663622685605,0.0005340920362833059,256,14400
1.160092807424594,12.6,6,400,0.0001,0.08364863844578699,0.0005404246072196572,256,14400
1.160092807424594,12.7,6,400,0.0001,0.08456670931346404,0.0005434018514814178,256,14400
1.160092807424594,12.8,6,400,0.0001,0.08539211288062183,0.0005476661058887909,256,14400
1.160092807424594,12.9,6,400,0.0001,0.08542813878487018,0.000552844072522868,256,14400
1.160092807424594,13.0,6,400,0.0001,0.08634352540642592,0.0005571032597261191,256,14400
1.160092807424594,13.1,6,400,0.0001,0.08743750398716656,0.0005626176489487832,256,14400
1.160092807424594,13.2,6,400,0.0001,0.08845938545790785,0.0005675801417822804,256,14400
1.160092807424594,13.3,6,400,0.0001,0.09060793679055577,0.0005713427032838903,256,14400
1.160092807424594,13.4,6,400,0.0001,0.09171798508475251,0.0005750983621566001,256,14400
1.160092807424594,13.5,6,400,0.0001,0.0925409935123106,0.0005795544840477647,256,14400
1.160092807424594,13.6,6,400,0.0001,0.09321185243564994,0.0005853563906656331,256,14400
1.160092807424594,13.7,6,400,0.0001,0.09305506804566702,0.0005920451851110647,256,14400
1.160092807424594,13.8,6,400,0.0001,0.09296069579059904,0.0005972389556454457,256,14400
1.160092807424594,13.9,6,400,0.0001,0.09400894631883906,0.0006004721196066494,256,14400
1.160092807424594,14.0,6,400,0.0001,0.09421656635227718,0.0006059804551891856,256,14400
1.160092807424594,14.1,6,400,0.0001,0.09501859405883199,0.0006089777014191449,256,14400
1.160092807424594,14.2,6,400,0.0001,0.09641229988337727,0.0006158259190499483,256,14400
1.160092807424594,14.3,6,400,0.0001,0.09746112827276293,0.0006209501975280665,256,14400
1.160092807424594,14.4,6,400,0.0001,0.09739932626411449,0.0006244452760298749,256,14400
1.160092807424594,14.5,6,400,0.0001,0.09939703073051837,0.0006305529963236217,256,14400
1.160092807424594,14.6,6,400,0.0001,0.10028281162864812,0.0006359440539177925,256,14400
1.160092807424594,14.7,6,400,0.0001,0.10108913839836733,0.0006404343712657917,256,14400
1.160092807424594,14.8,6,400,0.0001,0.10098506477063185,0.0006443925219624249,256,14400
1.160092807424594,14.9,6,400,0.0001,0.10141527023169652,0.000649079486292932,256,14400
1.160092807424594,15.0,6,400,0.0001,0.1032380496029186,0.0006538153715994679,256,14400
1.160092807424594,15.1,6,400,0.0001,0.10259502168117451,0.0006577283964997998,256,14400
1.160092807424594,15.2,6,400,0.0001,0.10401894684932711,0.0006643966524040565,256,14400
1.160092807424594,15.3,6,400,0.0001,0.10538622419165526,0.0006699074712642233,256,14400
1.160092807424594,15.4,6,400,0.0001,0.10736606955017325,0.0006747538738263928,256,14400
1.160092807424594,15.5,6,400,0.0001,0.10787806868084268,0.0006791609693723328,256,14400
1.160092807424594,15.6,6,400,0.0001,0.1093156870707753,0.0006848492378439263,256,14400
1.160092807424594,15.7,6,400,0.0001,0.11095694541931152,0.0006885539010189741,256,14400
1.160092807424594,15.8,6,400,0.0001,0.11246122641278715,0.0006930994170562606,256,14400
1.160092807424594,15.9,6,400,0.0001,0.11368149974299335,0.0006982116221894438,256,14400
1.160092807424594,16.0,6,400,0.0001,0.11486121954971976,0.0007029322158507771,256,14400
1.160092807424594,16.1,6,400,0.0001,0.11620801687014237,0.0007080615308519464,256,14400
1.160092807424594,16.2,6,400,0.0001,0.11684226988711291,0.0007136639429412573,256,14400
1.160092807424594,16.3,6,400,0.0001,0.11721548189008094,0.0007173258958352538,256,14400
1.160092807424594,16.4,6,400,0.0001,0.11671870704326363,0.0007225502742613544,256,14400
1.160092807424594,16.5,6,400,0.0001,0.11706560679271612,0.0007266293960794791,256,14400
1.160092807424594,16.6,6,400,0.0001,0.11684059589422151,0.0007301767286747057,256,14400
1.160092807424594,16.7,6,400,0.0001,0.11735887289564643,0.0007349465982074384,256,14400
1.160092807424594,16.8,6,400,0.0001,0.12004978097820034,0.0007393753685180647,256,14400
1.160092807424594,16.9,6,400,0.0001,0.12077826600605882,0.0007435410225907553,256,14400
1.160092807424594,17.0,6,400,0.0001,0.12011428668952755,0.0007481669322515936,256,14400
1.160092807424594,17.1,6,400,0.0001,0.1209648622772915,0.0007518950486812756,256,14400
1.160092807424594,17.2,6,400,0.0001,0.12219159555589106,0.000756560314390783,256,14400
1.160092807424594,17.3,6,400,0.0001,0.12328071459358196,0.0007610260789979487,256,14400
1.160092807424594,17.4,6,400,0.0001,0.12320335853592648,0.0007651492501011036,256,14400
1.160092807424594,17.5,6,400,0.0001,0.12217034060469205,0.0007694157595302301,256,14400
1.160092807424594,17.6,6,400,0.0001,0.12208904025979184,0.0007730643383349816,256,14400
1.160092807424594,17.7,6,400,0.0001,0.12056630739877516,0.0007775449270443842,256,14400
1.160092807424594,17.8,6,400,0.0001,0.12189761325936868,0.0007822958104995746,256,14400
1.160092807424594,17.9,6,400,0.0001,0.12229485140421377,0.0007882402439909023,256,14400
1.160092807424594,18.0,6,400,0.0001,0.12281511521232054,0.0007924353248524217,256,14400
1.160092807424594,18.1,6,400,0.0001,0.12329172537325779,0.0007974317296270215,256,14400
1.160092807424594,18.2,6,400,0.0001,0.12349666097097925,0.0008031374503720444,256,14400
1.160092807424594,18.3,6,400,0.0001,0.12554610994165866,0.0008072935054416807,256,14400
1.160092807424594,18.4,6,400,0.0001,0.12536426020934918,0.0008135636458757013,256,14400
1.160092807424594,18.5,6,400,0.0001,0.12603860748200937,0.0008190511434345507,256,14400
1.160092807424594,18.6,6,400,0.0001,0.12658509262902146,0.0008251649864851895,256,14400
1.160092807424594,18.7,6,400,0.0001,0.12718630459890443,0.0008295648948566352,256,14400
1.160092807424594,18.8,6,400,0.0001,0.12760914521304786,0.0008364059955466262,256,14400
1.160092807424594,18.9,6,400,0.0001,0.1278853629129137,0.0008434450895446093,256,14400
1.160092807424594,19.0,6,400,0.0001,0.12918615347175444,0.0008493900947824873,256,14400
1.160092807424594,19.1,6,400,0.0001,0.12992921417656664,0.0008529999345878173,256,14400
1.160092807424594,19.2,6,400,0.0001,0.1309272750605467,0.0008553397633247846,256,14400
1.160092807424594,19.3,6,400,0.0001,0.13156443595634,0.0008592426090091698,256,14400
1.160092807424594,19.4,6,400,0.0001,0.1327753465345854,0.0008627306900276665,256,14400
1.160092807424594,19.5,6,400,0.0001,0.1337083090072136,0.0008684125408126772,256,14400
1.160092807424594,19.6,6,400,0.0001,0.13405936939447807,0.0008736996925007119,256,14400
1.160092807424594,19.7,6,400,0.0001,0.13604633433550287,0.0008778050357781591,256,14400
1.160092807424594,19.8,6,400,0.0001,0.1364166684280564,0.0008824118371840346,256,14400
1.160092807424594,19.9,6,400,0.0001,0.1366090260426669,0.0008864764090258046,256,14400
1.160092807424594,20.0,6,400,0.0001,0.13687875161510116,0.000889936403782394,256,14400
1.160092807424594,0.0,6,400,0.0002,0.0,0.0,256,14400
1.160092807424594,0.1,6,400,0.0002,-0.0001869095406752624,1.9497520018154584e-7,256,14400
1.160092807424594,0.2,6,400,0.0002,-0.0004453144037051971,7.832947027913769e-7,256,14400
1.160092807424594,0.3,6,400,0.0002,-0.0004210949908519979,1.8664292906653353e-6,256,14400
1.160092807424594,0.4,6,400,0.0002,0.0004927894757373805,3.5723712119207106e-6,256,14400
1.160092807424594,0.5,6,400,0.0002,0.0012458263768470109,6.1286142240845525e-6,256,14400
1.160092807424594,0.6,6,400,0.0002,0.0028163871126222753,9.205692100422644e-6,256,14400
1.160092807424594,0.7,6,400,0.0002,0.0039803924449754256,1.310785976279253e-5,256,14400
1.160092807424594,0.8,6,400,0.0002,0.003920832717808985,1.6922340986713056e-5,256,14400
1.160092807424594,0.9,6,400,0.0002,0.004751619653260504,2.2378260032781208e-5,256,14400
1.160092807424594,1.0,6,400,0.0002,0.006546545345469591,2.81584694656458e-5,256,14400
1.160092807424594,1.1,6,400,0.0002,0.008336214358920794,3.4310680151686764e-5,256,14400
1.160092807424594,1.2,6,400,0.0002,0.010271744606450538,4.025727748294689e-5,256,14400
1.160092807424594,1.3,6,400,0.0002,0.01298882695201529,4.591441383361085e-5,256,14400
1.160092807424594,1.4,6,400,0.0002,0.014601570018498428,5.185814575879422e-5,256,14400
1.160092807424594,1.5,6,400,0.0002,0.015338284249345533,5.805543640298296e-5,256,14400
1.160092807424594,1.6,6,400,0.0002,0.018372090727502333,6.545922497713285e-5,256,14400
1.160092807424594,1.7,6,400,0.0002,0.019738628762683626,7.176946181150811e-5,256,14400
1.160092807424594,1.8,6,400,0.0002,0.022719675154140632,7.918394925787954e-5,256,14400
1.160092807424594,1.9,6,400,0.0002,0.02529690063949803,8.630260496953111e-5,256,14400
1.160092807424594,2.0,6,400,0.0002,0.02853242268062281,9.442111749820523e-5,256,14400
1.160092807424594,2.1,6,400,0.0002,0.030531047292056933,0.00010214040943805675,256,14400
1.160092807424594,2.2,6,400,0.0002,0.03127736123927106,0.00011034338677664065,256,14400
1.160092807424594,2.3,6,400,0.0002,0.034775435509566,0.0001171105380769098,256,14400
1.160092807424594,2.4,6,400,0.0002,0.03797725177079782,0.0001254874081736088,256,14400
1.160092807424594,2.5,6,400,0.0002,0.04070849849167441,0.00013367703827023037,256,14400
1.160092807424594,2.6,6,400,0.0002,0.0439685677910893,0.00014083380083436802,256,14400
1.160092807424594,2.7,6,400,0.0002,0.04861208530935175,0.00014899322615823172,256,14400
1.160092807424594,2.8,6,400,0.0002,0.05353814831867769,0.0001553153519751062,256,14400
1.160092807424594,2.9,6,400,0.0002,0.05579769670498434,0.00016262916528617932,256,14400
1.160092807424594,3.0,6,400,0.0002,0.060453765177881,0.00016918889301180046,256,14400
1.160092807424594,3.1,6,400,0.0002,0.06508434606505033,0.0001764494354427256,256,14400
1.160092807424594,3.2,6,400,0.0002,0.06814534267510074,0.00018300487485753465,256,14400
1.160092807424594,3.3,6,400,0.0002,0.07067834869950376,0.0001911949840740558,256,14400
1.160092807424594,3.4,6,400,0.0002,0.07348024163048346,0.00019762410255892704,256,14400
1.160092807424594,3.5,6,400,0.0002,0.07634442640837934,0.00020526234486187896,256,14400
1.160092807424594,3.6,6,400,0.0002,0.08043525532869453,0.00021367191430939563,256,14400
1.160092807424594,3.7,6,400,0.0002,0.08266517603814362,0.00022088162217233704,256,14400
1.160092807424594,3.8,6,400,0.0002,0.08412609644640016,0.00022836322629076687,256,14400
1.160092807424594,3.9,6,400,0.0002,0.08836942188093315,0.00023698994699575417,256,14400
1.160092807424594,4.0,6,400,0.0002,0.09257083997140095,0.0002455256022807283,256,14400
1.160092807424594,4.1,6,400,0.0002,0.09655790399444716,0.0002539945229224346,256,14400
1.160092807424594,4.2,6,400,0.0002,0.0999149711588042,0.000263976820048959,256,14400
1.160092807424594,4.3,6,400,0.0002,0.10310377285392154,0.00027366108042824313,256,14400
1.160092807424594,4.4,6,400,0.0002,0.10613649867259986,0.0002822756617096759,256,14400
1.160092807424594,4.5,6,400,0.0002,0.10968869831212538,0.0002887246429763315,256,14400
1.160092807424594,4.6,6,400,0.0002,0.11362913849512957,0.00029649088248958873,256,14400
1.160092807424594,4.7,6,400,0.0002,0.11740491651158665,0.0003032954107441754,256,14400
1.160092807424594,4.8,6,400,0.0002,0.11959393558381837,0.0003121621753843676,256,14400
1.160092807424594,4.9,6,400,0.0002,0.1233543013823348,0.00032100242647637605,256,14400
1.160092807424594,5.0,6,400,0.0002,0.12690689877076589,0.00032795262206488025,256,14400
1.160092807424594,5.1,6,400,0.0002,0.12906047518360236,0.0003354516124708923,256,14400
1.160092807424594,5.2,6,400,0.0002,0.1321940863591347,0.00034195836737716,256,14400
1.160092807424594,5.3,6,400,0.0002,0.13555181213971484,0.0003500614009095576,256,14400
1.160092807424594,5.4,6,400,0.0002,0.13905274878359503,0.0003579215898853724,256,14400
1.160092807424594,5.5,6,400,0.0002,0.14244122364073214,0.00036484272113586336,256,14400
1.160092807424594,5.6,6,400,0.0002,0.14376667544074334,0.00037367316847103263,256,14400
1.160092807424594,5.7,6,400,0.0002,0.145011474071879,0.0003811511898752478,256,14400
1.160092807424594,5.8,6,400,0.0002,0.14923289890179553,0.00039035636564416996,256,14400
1.160092807424594,5.9,6,400,0.0002,0.15195400628663872,0.00039677898826886006,256,14400
1.160092807424594,6.0,6,400,0.0002,0.1559875929282862,0.0004051735451093174,256,14400
1.160092807424594,6.1,6,400,0.0002,0.15830785294244482,0.0004110441844506537,256,14400
1.160092807424594,6.2,6,400,0.0002,0.16077983297305765,0.0004178775906351287,256,14400
1.160092807424594,6.3,6,400,0.0002,0.16364688686606113,0.0004261373340846674,256,14400
1.160092807424594,6.4,6,400,0.0002,0.16840522843398503,0.00043402611539098795,256,14400
1.160092807424594,6.5,6,400,0.0002,0.17277051940838445,0.00043970784187825863,256,14400
1.160092807424594,6.6,6,400,0.0002,0.1765334433039243,0.0004469585596892151,256,14400
1.160092807424594,6.7,6,400,0.0002,0.18080367906500922,0.0004534920033172578,256,14400
1.160092807424594,6.8,6,400,0.0002,0.18527257809774406,0.0004587578891471756,256,14400
1.160092807424594,6.9,6,400,0.0002,0.18897999079917402,0.00046640016522194437,256,14400
1.160092807424594,7.0,6,400,0.0002,0.1913798509450377,0.000473817382837403,256,14400
1.160092807424594,7.1,6,400,0.0002,0.19425743252768166,0.00047989016796169193,256,14400
1.160092807424594,7.2,6,400,0.0002,0.19845091374817356,0.0004859455121563439,256,14400
1.160092807424594,7.3,6,400,0.0002,0.20082691704731484,0.0004917016916861249,256,14400
1.160092807424594,7.4,6,400,0.0002,0.20363359322968688,0.0004994850328645396,256,14400
1.160092807424594,7.5,6,400,0.0002,0.20702579467238844,0.0005057435104244024,256,14400
1.160092807424594,7.6,6,400,0.0002,0.2121117669258254,0.0005120276609224567,256,14400
1.160092807424594,7.7,6,400,0.0002,0.21495917919114516,0.0005201134219828035,256,14400
1.160092807424594,7.8,6,400,0.0002,0.21819744024776608,0.0005267606896028913,256,14400
1.160092807424594,7.9,6,400,0.0002,0.22163473573130127,0.0005334446355036924,256,14400
1.160092807424594,8.0,6,400,0.0002,0.22558622945151807,0.0005446564491524648,256,14400
1.160092807424594,8.1,6,400,0.0002,0.22778815897808977,0.0005519775395006852,256,14400
1.160092807424594,8.2,6,400,0.0002,0.23036312092813507,0.0005585990353449427,256,14400
1.160092807424594,8.3,6,400,0.0002,0.23194557990645995,0.0005676687742998971,256,14400
1.160092807424594,8.4,6,400,0.0002,0.23515488714788163,0.0005740369777795474,256,14400
1.160092807424594,8.5,6,400,0.0002,0.23725359356739012,0.0005814099522241333,256,14400
1.160092807424594,8.6,6,400,0.0002,0.24104184774843612,0.0005890135827314607,256,14400
1.160092807424594,8.7,6,400,0.0002,0.2444805663350659,0.0005964566144357369,256,14400
1.160092807424594,8.8,6,400,0.0002,0.24840043363704659,0.0006043147470665585,256,14400
1.160092807424594,8.9,6,400,0.0002,0.252964114003763,0.0006132902836830891,256,14400
1.160092807424594,9.0,6,400,0.0002,0.2539437044044543,0.0006215832531110335,256,14400
1.160092807424594,9.1,6,400,0.0002,0.2569675591932092,0.0006281333697441288,256,14400
1.160092807424594,9.2,6,400,0.0002,0.26100301503077694,0.0006369414340377197,256,14400
1.160092807424594,9.3,6,400,0.0002,0.2620976946721203,0.0006435162364688867,256,14400
1.160092807424594,9.4,6,400,0.0002,0.26487802546510164,0.0006525993042678816,256,14400
1.160092807424594,9.5,6,400,0.0002,0.2687495897849375,0.0006611442084161519,256,14400
1.160092807424594,9.6,6,400,0.0002,0.27100496035599553,0.0006699490153322563,256,14400
1.160092807424594,9.7,6,400,0.0002,0.27413764222101433,0.0006802316825508604,256,14400
1.160092807424594,9.8,6,400,0.0002,0.2761826035703416,0.0006879367393176863,256,14400
1.160092807424594,9.9,6,400,0.0002,0.2808554433114154,0.0006956478468928162,256,14400
1.160092807424594,10.0,6,400,0.0002,0.28306626988416406,0.0007034494960743188,256,14400
1.160092807424594,10.1,6,400,0.0002,0.2868380446454911,0.0007101312880217193,256,14400
1.160092807424594,10.2,6,400,0.0002,0.289004368198447,0.0007164242329527468,256,14400
1.160092807424594,10.3,6,400,0.0002,0.29166233933259117,0.000725607790709191,256,14400
1.160092807424594,10.4,6,400,0.0002,0.2952185783221244,0.000731464923748978,256,14400
1.160092807424594,10.5,6,400,0.0002,0.2980940790829805,0.0007392929180716188,256,14400
