"DiscreteTimes","Duration","Mean","Var","M"
0.0,1.0,0.0,0.0,256
0.1,1.0,0.14274636954129868,1.5892409926686098e-5,256
0.2,1.0,0.2886739862099205,3.4040980354737764e-5,256
0.3,1.0,0.4530910646170656,5.555280123552552e-5,256
0.4,1.0,0.6226453060368602,7.891077052668102e-5,256
0.5,1.0,0.8059056927576791,0.00010480014008765914,256
0.6,1.0,0.9964249121539357,0.00013182827280609714,256
0.7,1.0,1.1975928141207666,0.00016168839692925617,256
0.8,1.0,1.4084224471380533,0.00019471500970556224,256
0.9,1.0,1.6388657311566246,0.00022836000120935663,256
1.0,1.0,1.8834532824202255,0.00026474599424891983,256
0.0,10.0,0.0,0.0,256
0.1,10.0,0.18105752665218658,1.906337430039481e-5,256
0.2,10.0,0.3834064512725045,4.093717480959241e-5,256
0.3,10.0,0.6049262380493998,6.66869038650799e-5,256
0.4,10.0,0.8362403404642106,9.742148077488965e-5,256
0.5,10.0,1.0686903776950551,0.00013156005752672952,256
0.6,10.0,1.302017720097747,0.00016811445313561776,256
0.7,10.0,1.552119798335116,0.00020940094696802146,256
0.8,10.0,1.8120194782334273,0.0002536312746322381,256
0.9,10.0,2.0756769074876056,0.0003031111977544499,256
1.0,10.0,2.339767373533322,0.00035116258978565594,256
1.1,10.0,2.617312627365543,0.0004003797468650538,256
1.2,10.0,2.8943227784373375,0.0004559830337310136,256
1.3,10.0,3.1766365531127407,0.0005092405100518165,256
1.4,10.0,3.463999222996708,0.0005675208898929049,256
1.5,10.0,3.7297269934952157,0.0006262950564457637,256
1.6,10.0,4.027304476980641,0.0006904806684847996,256
1.7,10.0,4.326309815812725,0.0007643442354434495,256
1.8,10.0,4.613733834566089,0.0008412107093170695,256
1.9,10.0,4.896169730276751,0.0009178426573333221,256
2.0,10.0,5.198494741571846,0.001000121025587572,256
2.1,10.0,5.489777079910083,0.0010780185496073627,256
2.2,10.0,5.799710879920764,0.0011499190056550655,256
2.3,10.0,6.111294987296966,0.0012345973627846385,256
2.4,10.0,6.421039774613365,0.0013207742308939117,256
2.5,10.0,6.739573171988182,0.0014043947226233323,256
2.6,10.0,7.053860086820446,0.0014924365342893983,256
2.7,10.0,7.363817669166904,0.0015730281666513444,256
