"DiscreteTimes","Mean","Var","M"
11.7,44.14483269136499,0.01650242731166368,128
11.8,44.6773000320342,0.016771137125871804,128
11.9,45.21102580304282,0.017019225708519638,128
12.0,45.785495815123184,0.01726717460023954,128
12.1,46.348153289116155,0.017523158804023588,128
12.2,46.91489190288482,0.017793834200905464,128
12.3,47.47842159666098,0.018042331903980614,128
12.4,48.04827609218848,0.018296245638100547,128
12.5,48.606588032923774,0.01858552850364485,128
12.6,49.171036119064425,0.018837697756361703,128
12.7,49.73807788857788,0.019015226567151995,128
12.8,50.304861232569294,0.019291265749931247,128
12.9,50.862814210914834,0.019521682870858665,128
13.0,51.447849689317636,0.019863404778632545,128
13.1,52.04052057109461,0.020177531330467804,128
13.2,52.60862770233396,0.020521803652966263,128
13.3,53.18417629804704,0.02087770615208381,128
13.4,53.77729710536325,0.0211973896530215,128
13.5,54.36044374415759,0.021494833951857993,128
13.6,54.94880314732927,0.02180905413997164,128
13.7,55.51076940883329,0.022066352231177942,128
13.8,56.09306992588354,0.022419695115127515,128
13.9,56.65540586768119,0.022759313181027866,128
14.0,57.2201918701407,0.02312277536838204,128
14.1,57.799498367530084,0.02352712469265018,128
14.2,58.37150219117254,0.02383787345683417,128
14.3,58.977628322924105,0.024180777874936586,128
14.4,59.55090936559763,0.024464178690307363,128
14.5,60.12846542927951,0.024769429824603624,128
14.6,60.71136268730357,0.025071862858980592,128
14.7,61.27318528425505,0.02539440956907942,128
14.8,61.859166107904734,0.025657797429135484,128
14.9,62.45992369393978,0.02599067785287371,128
15.0,63.05654706969374,0.026301078084750115,128
15.1,63.64796982478687,0.026746561509531204,128
15.2,64.23925727321019,0.027039866026003813,128
15.3,64.84826477831308,0.027365354479401315,128
15.4,65.43013330590954,0.027648701628660705,128
15.5,66.00262628557923,0.027894990945777347,128
15.6,66.61127667727379,0.02816797421734177,128
15.7,67.20306296289444,0.028483853700295048,128
15.8,67.79675299705939,0.028784055508051642,128
15.9,68.3826573983121,0.02906289429414914,128
16.0,68.97997373763438,0.029319539377595304,128
16.1,69.58297298451399,0.029702608420572516,128
16.2,70.16960574383599,0.030083052964827908,128
16.3,70.77263827079675,0.030441267421193737,128
16.4,71.3767187519686,0.030848026358704483,128
16.5,71.97027646178859,0.031154926620272454,128
16.6,72.57927324896463,0.031480628462525855,128
16.7,73.21707744097667,0.03176588722216739,128
16.8,73.82460532355373,0.0320156887330514,128
16.9,74.44261692093228,0.03244140133197162,128
17.0,75.05964157117265,0.032815061851023106,128
17.1,75.67505415897348,0.03322885773007342,128
17.2,76.30097230274127,0.03358983739195653,128
17.3,76.91438546886435,0.033890149671029005,128
17.4,77.51028811308656,0.03424464072348585,128
17.5,78.13682264496579,0.03452107148262655,128
17.6,78.78553744934814,0.034866583365700234,128
17.7,79.39757551961945,0.03525689184243766,128
17.8,80.00969404680022,0.035623021610727404,128
17.9,80.61645224869908,0.03595941621448101,128
18.0,81.22337952127434,0.03629132064094846,128
18.1,81.83517679176013,0.03666728654702374,128
18.2,82.45150337548417,0.037034726497673774,128
18.3,83.06645762806164,0.03747895321930067,128
18.4,83.69948385277094,0.03777715867959023,128
18.5,84.3118717602009,0.03806107185014697,128
18.6,84.95265209535823,0.038382121182934596,128
18.7,85.56498078770807,0.038691617123878703,128
18.8,86.18778607979138,0.03900392310180664,128
18.9,86.8407844995374,0.03932004927721609,128
19.0,87.48259838496818,0.03962924289624868,128
19.1,88.10287530178519,0.039983998467195844,128
19.2,88.7236929683633,0.040295149712695474,128
19.3,89.38378851141829,0.040616109834888385,128
19.4,90.03233956640034,0.040903039894358596,128
19.5,90.68528174541582,0.041330397001799454,128
19.6,91.33207302498829,0.041614657274376056,128
19.7,91.96476421164333,0.04189285507307316,128
19.8,92.6087264201661,0.04220104435683461,128
19.9,93.24850432574345,0.042631195156843625,128
20.0,93.88384551278,0.04295208656067145,128
0.0,0.0,0.0,16
0.1,0.04444734843993327,9.423775999909287e-6,16
0.2,0.17217198127681332,3.123218427929668e-5,16
0.3,0.32927313408120323,5.974232430995974e-5,16
0.4,0.5144863524176521,9.036475235558436e-5,16
0.5,0.7142178293816732,0.00012415784877360818,16
0.6,0.9175782913496471,0.00015934789934874853,16
0.7,1.135158342392792,0.00020115718358148529,16
0.8,1.3637197428366372,0.0002455944172563448,16
0.9,1.6095971294716196,0.0002918868130711804,16
1.0,1.86183222954715,0.00035098069173932113,16
1.1,2.1194235013046083,0.00041173604579592516,16
1.2,2.3943865895839527,0.0004776384847439047,16
1.3,2.6597767868933655,0.0005549574003255743,16
1.4,2.93841046616362,0.0006337953707575998,16
1.5,3.2316289061088903,0.0007161720995176358,16
1.6,3.5296613090448385,0.0008204835305430718,16
1.7,3.835247436769142,0.0009218490253307348,16
1.8,4.1558827982906505,0.0010291107396359766,16
1.9,4.496618788047946,0.0011500954961732647,16
2.0,4.829097565307264,0.0012675540522803055,16
2.1,5.154610363456455,0.0013862767974037128,16
2.2,5.5105415411420315,0.001514953062501666,16
2.3,5.869875491082123,0.0016471814820208182,16
2.4,6.2417064009005765,0.0017940835057139357,16
2.5,6.614287955857371,0.0019357187891060708,16
2.6,6.990394407433993,0.002078576985376375,16
2.7,7.373129924261483,0.0022332737162724485,16
2.8,7.7769221479436395,0.002395147449274498,16
2.9,8.173575949924372,0.002556368283879369,16
3.0,8.590937246589814,0.002722987240468318,16
3.1,9.00404190307031,0.002915477735798127,16
3.2,9.423075531875185,0.003105996487554889,16
3.3,9.849204111528447,0.0032928436453912653,16
3.4,10.29764655726584,0.003502606734387544,16
3.5,10.733385223741537,0.0036840945260595637,16
3.6,11.164050065544227,0.0038594689038861673,16
3.7,11.617083056033483,0.004055452997481011,16
3.8,12.064764715688451,0.004263559598251687,16
3.9,12.502998050453625,0.004462981532136705,16
4.0,12.971891817739012,0.004686935655224962,16
4.1,13.443472760463159,0.004905440321693355,16
4.2,13.923557866795017,0.005105416224952231,16
4.3,14.405114237375095,0.0053112093803058735,16
4.4,14.87467225300688,0.005534464731587792,16
4.5,15.355040112330826,0.005743001989300305,16
4.6,15.84489559587851,0.005991072699029743,16
4.7,16.345309660706324,0.006209674716885988,16
4.8,16.85588901381389,0.0064731161040922,16
4.9,17.373423779155857,0.006733017373447809,16
5.0,17.886064934854755,0.006997476420785574,16
5.1,18.39464731383201,0.007242824145868001,16
5.2,18.91241779825806,0.007507299386665167,16
5.3,19.433644204724548,0.007779266848311613,16
5.4,19.950448498549132,0.008041654086884837,16
5.5,20.4880787677306,0.008327443916918411,16
5.6,21.017187976248287,0.008582764727812775,16
5.7,21.576123227781046,0.008910860677985853,16
5.8,22.113207613904496,0.009235510805381167,16
5.9,22.675338857993204,0.009549240398274133,16
6.0,23.215296680771516,0.009867149992456319,16
6.1,23.767861818935348,0.010175808495618652,16
6.2,24.321780477230664,0.010488988663165442,16
6.3,24.889607214799373,0.010764169525363965,16
6.4,25.4658570666304,0.011160206680328237,16
6.5,26.00504293636319,0.011504674224950811,16
6.6,26.562667216272896,0.011850238708714704,16
6.7,27.15269012540099,0.012210770458078706,16
6.8,27.73122274091267,0.012558663032931875,16
6.9,28.30516378031438,0.01294945425059397,16
7.0,28.887355668161256,0.013307347353516434,16
7.1,29.465878532743425,0.01363572981553599,16
7.2,30.058703376312106,0.014028681508353279,16
7.3,30.650894686641177,0.014360449347816414,16
7.4,31.242969922645756,0.014719186015051849,16
7.5,31.83812567146239,0.015089829422176754,16
7.6,32.40801380136934,0.015391549747160276,16
7.7,33.01484693742257,0.015745205262419237,16
7.8,33.60726168406587,0.016173182430741652,16
7.9,34.20598433001562,0.016552367683375827,16
8.0,34.821116036188826,0.01702181292298991,16
8.1,35.44143036142767,0.0174735262322589,16
8.2,36.061872540256815,0.01791644207584705,16
8.3,36.69245497392805,0.018338890255434885,16
8.4,37.3275644884343,0.018702336794847254,16
8.5,37.94495321345851,0.019188456251799744,16
8.6,38.556472860521936,0.01958250642424157,16
8.7,39.20234999890828,0.01998416010429527,16
8.8,39.83673740067102,0.02040196082464289,16
8.9,40.451687858151196,0.020813353458706777,16
9.0,41.08061036513304,0.021244898747028475,16
9.1,41.697534734313514,0.021619206635065686,16
9.2,42.34945330197357,0.022077388742445667,16
9.3,42.98660538066151,0.022559983552746153,16
9.4,43.62486311790744,0.023068410158336137,16
9.5,44.281245343237984,0.023500599349155805,16
9.6,44.92567138900536,0.023926435065990573,16
9.7,45.57028247010652,0.024412561457271543,16
9.8,46.216679008745956,0.02477395094977794,16
9.9,46.861492591407846,0.025267416649596832,16
10.0,47.49734850380113,0.025743634038844835,16
10.1,48.156466148914646,0.0262536863909208,16
10.2,48.79262569080698,0.026754136421482114,16
10.3,49.460772676401064,0.027254428936687555,16
10.4,50.12425175937253,0.027710551186027096,16
10.5,50.776051902965435,0.02820178280914136,16
10.6,51.40849088491477,0.02860102440888419,16
10.7,52.07063430391208,0.029061580505746674,16
10.8,52.72571968230762,0.02966313178688937,16
10.9,53.39747882456975,0.030137820624206814,16
11.0,54.06115468985365,0.030709359188416396,16
11.1,54.71831827369434,0.031207585738202977,16
11.2,55.39058304831464,0.031682831173470136,16
11.3,56.07176063734795,0.03228946939060061,16
11.4,56.74597026477471,0.03280670627260407,16
11.5,57.43340068998509,0.03331031493451078,16
11.6,58.09274762380811,0.03382987546622398,16
11.7,58.76965557410299,0.03429908065320787,16
11.8,59.426870247526736,0.03486474506545309,16
11.9,60.094569049749396,0.03540028538954413,16
12.0,60.76695006960533,0.03583831811106111,16
12.1,61.44015327802673,0.036315112092666184,16
12.2,62.116687862601665,0.03679553780426955,16
12.3,62.79706483588597,0.037246753830156576,16
12.4,63.49199888257691,0.03775648473092263,16
12.5,64.20859582342605,0.03832025626039255,16
12.6,64.90546722466922,0.03880803933867139,16
12.7,65.57007346254883,0.03934000357656398,16
12.8,66.2604139868598,0.03994637717987306,16
12.9,66.96837795830788,0.04054502253969337,16
13.0,67.67548491386533,0.041123423362947616,16
13.1,68.38861640210203,0.04167446515341775,16
13.2,69.0686243502916,0.042154373342449244,16
13.3,69.75758419161664,0.04282728770764262,16
13.4,70.45770403385855,0.04340746923103134,16
13.5,71.15026250676972,0.04390545874855558,16
13.6,71.86367186491577,0.04447045493962492,16
13.7,72.56236056360584,0.045100144077522844,16
13.8,73.2607232292504,0.04574217338557058,16
13.9,73.97407805116906,0.046273574499474106,16
14.0,74.67847474010689,0.04676268682618568,16
14.1,75.37046490814421,0.047263541292405294,16
14.2,76.07464240056404,0.04773718031670217,16
14.3,76.76768445311696,0.04811152652543082,16
14.4,77.44858023137598,0.04848786974278244,16
14.5,78.11484334691279,0.048897643117476214,16
14.6,78.79960709990762,0.049382609621345934,16
14.7,79.48503108894501,0.049878639749482465,16
14.8,80.14987229483633,0.05035257605995637,16
14.9,80.86362341498256,0.05084051072842441,16
15.0,81.5798855119828,0.0513916686142076,16
15.1,82.29127819292721,0.051962093480117995,16
15.2,83.01157037251461,0.052473857524539834,16
15.3,83.72843095866496,0.0530127228367562,16
15.4,84.45506740228346,0.05356673076936439,16
15.5,85.16555816909127,0.05412492701877664,16
15.6,85.89485124846587,0.054751131610495204,16
15.7,86.62678709045761,0.05529120951283877,16
15.8,87.36905425459963,0.05587459764090681,16
15.9,88.09323768628194,0.0565540320598898,16
16.0,88.82842257998038,0.057129254520511166,16
16.1,89.55398250583741,0.05773273192045283,16
16.2,90.27715850770925,0.05839688377760292,16
16.3,91.0431606249385,0.059115788580402374,16
16.4,91.77334248213872,0.059750961352666276,16
16.5,92.5270568854162,0.06049311879622827,16
16.6,93.26285017963792,0.06118758999309151,16
16.7,94.03225441046574,0.06182850983498843,16
16.8,94.78705250388543,0.06240505221233427,16
16.9,95.52537041160079,0.0629434005381661,16
17.0,96.25052735011049,0.06357181351213982,16
17.1,96.97778553981415,0.06419142835170326,16
17.2,97.71162975993288,0.06486512683553251,16
17.3,98.43687707650895,0.06542815955690605,16
17.4,99.18335693434314,0.06596936973877969,16
17.5,99.91250844072363,0.06657473017621358,16
17.6,100.65665028282316,0.06717200172835246,16
17.7,101.38207243676304,0.06767144107186344,16
17.8,102.13327229513033,0.06828858471939332,16
17.9,102.90721053459202,0.06906458692493951,16
18.0,103.65993789382257,0.0697486796280925,16
18.1,104.40032262378296,0.07031585908171593,16
18.2,105.11689388962122,0.07085912747780397,16
18.3,105.8626071175413,0.07153673811121114,16
18.4,106.59743441301188,0.07213291340202851,16
18.5,107.35548454780732,0.07269055589050868,16
