"TauL","IMI"
0.01,0.00122332754363795
0.021544346900318832,0.003646996210081146
0.046415888336127795,0.021145391203567936
0.1,0.09115924365411704
0.2154434690031884,0.2664564994315834
0.4641588833612779,0.5269212395638092
1.0,0.8224118917002551
2.154434690031884,1.1094958847080911
4.641588833612778,1.3650373241794114
10.0,1.4781336814083297
