"TauL","IMI"
0.01,-0.0014251307091528772
0.021544346900318832,0.0035024052383112046
0.046415888336127795,0.013662891216220732
0.1,0.07704615722506483
0.2154434690031884,0.23775851422529945
0.4641588833612779,0.4492437109276588
1.0,0.6655062707706815
2.154434690031884,0.7767413708230566
4.641588833612778,0.6466781263338993
10.0,0.4714248905184765
